CBSA,GEOID,CBSAFIPS,total,U5,school,18_20s,30s,40s,50_65,O65,PU5,Pschool,P18_20s,P30s,P40s,P50_65,PO65
"Washington, IN Micro Area",310M500US47780,47780,33120,2600,7099,5026,3871,3485,6010,5029,7.9,21.4,15.2,11.7,10.5,18.1,15.2
"Washington, NC Micro Area",310M500US47820,47820,47168,2338,7270,5707,4749,5735,10356,11013,5.0,15.4,12.1,10.1,12.2,22.0,23.3
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",310M500US47900,47900,6196585,402604,1024504,997646,944898,854745,1186160,786028,6.5,16.5,16.1,15.2,13.8,19.1,12.7
"Washington Court House, OH Micro Area",310M500US47920,47920,28620,1743,5026,3959,3196,3956,5781,4959,6.1,17.6,13.8,11.2,13.8,20.2,17.3
"North Wilkesboro, NC Micro Area",310M500US35900,35900,68469,3426,10668,8878,7397,8515,15217,14368,5.0,15.6,13.0,10.8,12.4,22.2,21.0
"Norwalk, OH Micro Area",310M500US35940,35940,58339,3662,10529,8252,6908,7055,12187,9746,6.3,18.0,14.1,11.8,12.1,20.9,16.7
"Norwich-New London, CT Metro Area",310M500US35980,35980,267390,13298,39103,45000,32329,31181,59058,47421,5.0,14.6,16.8,12.1,11.7,22.1,17.7
"Oneonta, NY Micro Area",310M500US36580,36580,59972,2539,7164,13312,5566,6278,12780,12333,4.2,11.9,22.2,9.3,10.5,21.3,20.6
"Ontario, OR-ID Micro Area",310M500US36620,36620,53672,3582,10309,8185,6079,6792,9564,9161,6.7,19.2,15.3,11.3,12.7,17.8,17.1
"Waterloo-Cedar Falls, IA Metro Area",310M500US47940,47940,169556,10524,26534,34839,20618,17783,30735,28523,6.2,15.6,20.5,12.2,10.5,18.1,16.8
"Watertown, SD Micro Area",310M500US47980,47980,34051,2295,6283,5021,4118,3859,6777,5698,6.7,18.5,14.7,12.1,11.3,19.9,16.7
"Watertown-Fort Atkinson, WI Micro Area",310M500US48020,48020,84701,4309,13815,12711,10216,11144,18596,13910,5.1,16.3,15.0,12.1,13.2,22.0,16.4
"Watertown-Fort Drum, NY Metro Area",310M500US48060,48060,112842,8918,18364,24704,15509,11870,18554,14923,7.9,16.3,21.9,13.7,10.5,16.4,13.2
"Wauchula, FL Micro Area",310M500US48100,48100,27131,1757,5354,4544,3514,3077,4600,4285,6.5,19.7,16.7,13.0,11.3,17.0,15.8
"Wausau-Weston, WI Metro Area",310M500US48140,48140,163140,9248,27031,21852,19749,19885,36388,28987,5.7,16.6,13.4,12.1,12.2,22.3,17.8
"Waycross, GA Micro Area",310M500US48180,48180,54843,3503,9710,8067,6599,6919,10803,9242,6.4,17.7,14.7,12.0,12.6,19.7,16.9
"Weatherford, OK Micro Area",310M500US48220,48220,29152,2131,5233,6768,3472,2826,4809,3913,7.3,18.0,23.2,11.9,9.7,16.5,13.4
"Weirton-Steubenville, WV-OH Metro Area",310M500US48260,48260,118213,5704,16674,17023,11637,14658,26811,25706,4.8,14.1,14.4,9.8,12.4,22.7,21.7
"Wenatchee, WA Metro Area",310M500US48300,48300,118252,7409,21676,16866,14550,13059,23286,21406,6.3,18.3,14.3,12.3,11.0,19.7,18.1
"West Plains, MO Micro Area",310M500US48460,48460,40104,2583,7017,5538,4554,4647,7914,7851,6.4,17.5,13.8,11.4,11.6,19.7,19.6
"West Point, MS Micro Area",310M500US48500,48500,19640,1118,3410,3051,2385,2205,3964,3507,5.7,17.4,15.5,12.1,11.2,20.2,17.9
"Wheeling, WV-OH Metro Area",310M500US48540,48540,141475,7096,19993,20016,16045,17281,31584,29460,5.0,14.1,14.1,11.3,12.2,22.3,20.8
"Whitewater, WI Micro Area",310M500US48580,48580,103074,5254,16503,18574,11149,11950,22013,17631,5.1,16.0,18.0,10.8,11.6,21.4,17.1
"Wichita, KS Metro Area",310M500US48620,48620,637690,43721,120482,103203,82436,74835,120216,92797,6.9,18.9,16.2,12.9,11.7,18.9,14.6
"Wichita Falls, TX Metro Area",310M500US48660,48660,150715,9441,24010,30566,18783,17047,27750,23118,6.3,15.9,20.3,12.5,11.3,18.4,15.3
"Williamsport, PA Metro Area",310M500US48700,48700,114330,6237,17224,18223,13480,13337,24076,21753,5.5,15.1,15.9,11.8,11.7,21.1,19.0
"Williston, ND Micro Area",310M500US48780,48780,35208,3191,6689,6714,6054,3666,5689,3205,9.1,19.0,19.1,17.2,10.4,16.2,9.1
"Willmar, MN Micro Area",310M500US48820,48820,42841,2902,7545,6196,5206,4474,8664,7854,6.8,17.6,14.5,12.2,10.4,20.2,18.3
"Wilmington, NC Metro Area",310M500US48900,48900,288337,14664,41485,52479,36162,36897,56678,49972,5.1,14.4,18.2,12.5,12.8,19.7,17.3
"Wilmington, OH Micro Area",310M500US48940,48940,41957,2570,7229,6369,5104,4813,8921,6951,6.1,17.2,15.2,12.2,11.5,21.3,16.6
"Wilson, NC Micro Area",310M500US48980,48980,81435,4814,14018,12214,8805,10444,16911,14229,5.9,17.2,15.0,10.8,12.8,20.8,17.5
"Winchester, VA-WV Metro Area",310M500US49020,49020,137621,8130,22685,19855,16005,17946,28970,24030,5.9,16.5,14.4,11.6,13.0,21.1,17.5
"Winfield, KS Micro Area",310M500US49060,49060,35351,2190,6216,5665,3989,4123,6769,6399,6.2,17.6,16.0,11.3,11.7,19.1,18.1
"Winnemucca, NV Micro Area",310M500US49080,49080,16828,1243,3318,2232,2339,2226,3211,2259,7.4,19.7,13.3,13.9,13.2,19.1,13.4
"Winona, MN Micro Area",310M500US49100,49100,50725,2443,6718,13461,5129,5143,9500,8331,4.8,13.2,26.5,10.1,10.1,18.7,16.4
"Winston-Salem, NC Metro Area",310M500US49180,49180,666216,37686,111805,99937,78402,86376,138861,113149,5.7,16.8,15.0,11.8,13.0,20.8,17.0
"Wisconsin Rapids-Marshfield, WI Micro Area",310M500US49220,49220,73112,4155,11662,9090,8160,8629,16713,14703,5.7,16.0,12.4,11.2,11.8,22.9,20.1
"Woodward, OK Micro Area",310M500US49260,49260,24742,1738,4423,3565,3482,2933,4589,4012,7.0,17.9,14.4,14.1,11.9,18.5,16.2
"Wooster, OH Micro Area",310M500US49300,49300,116099,7737,20578,18361,13088,12981,23243,20111,6.7,17.7,15.8,11.3,11.2,20.0,17.3
"Worcester, MA-CT Metro Area",310M500US49340,49340,941338,50237,148744,152731,115596,124187,205103,144740,5.3,15.8,16.2,12.3,13.2,21.8,15.4
"Worthington, MN Micro Area",310M500US49380,49380,21734,1825,4080,3285,2845,2182,4029,3488,8.4,18.8,15.1,13.1,10.0,18.5,16.0
"Yakima, WA Metro Area",310M500US49420,49420,249697,20304,54039,41420,31288,28085,40823,33738,8.1,21.6,16.6,12.5,11.2,16.3,13.5
"Yankton, SD Micro Area",310M500US49460,49460,22717,1370,3442,3318,2791,2726,4892,4178,6.0,15.2,14.6,12.3,12.0,21.5,18.4
"Yauco, PR Metro Area",310M500US49500,49500,90618,4254,14347,13989,10348,11353,18073,18254,4.7,15.8,15.4,11.4,12.5,19.9,20.1
"York-Hanover, PA Metro Area",310M500US49620,49620,445565,25568,73189,64003,54932,56777,95072,76024,5.7,16.4,14.4,12.3,12.7,21.3,17.1
"Youngstown-Warren-Boardman, OH-PA Metro Area",310M500US49660,49660,541846,27963,81632,78272,58003,64114,119173,112689,5.2,15.1,14.4,10.7,11.8,22.0,20.8
"Yuba City, CA Metro Area",310M500US49700,49700,172469,12550,33587,29075,23503,19511,30450,23793,7.3,19.5,16.9,13.6,11.3,17.7,13.8
"Yuma, AZ Metro Area",310M500US49740,49740,209468,15071,38157,39117,24901,22187,31335,38700,7.2,18.2,18.7,11.9,10.6,15.0,18.5
"Zanesville, OH Micro Area",310M500US49780,49780,86131,5212,14506,13168,9931,10529,17748,15037,6.1,16.8,15.3,11.5,12.2,20.6,17.5
"Zapata, TX Micro Area",310M500US49820,49820,14304,1328,3468,2403,1608,1689,1833,1975,9.3,24.2,16.8,11.2,11.8,12.8,13.8
"Opelousas, LA Micro Area",310M500US36660,36660,83172,6147,16173,12478,9802,9196,16269,13107,7.4,19.4,15.0,11.8,11.1,19.6,15.8
"Orangeburg, SC Micro Area",310M500US36700,36700,87687,4815,14605,14697,9465,9366,18096,16643,5.5,16.7,16.8,10.8,10.7,20.6,19.0
"Orlando-Kissimmee-Sanford, FL Metro Area",310M500US36740,36740,2508970,146817,406107,437508,358891,335254,459697,364696,5.9,16.2,17.4,14.3,13.4,18.3,14.5
"Fort Dodge, IA Micro Area",310M500US22700,22700,36545,2125,5643,6538,4360,3608,7684,6587,5.8,15.4,17.9,11.9,9.9,21.0,18.0
"Fort Collins, CO Metro Area",310M500US22660,22660,344786,17731,50659,76611,45311,39429,62884,52161,5.1,14.7,22.2,13.1,11.4,18.2,15.1
