,CBSA,GEOID,total,mtotal,ftotal,mschool,fschool,tschool,m18_20s,f18_20s,t18_20s,m30s,f30s,t30s,m40s,f40s,t40s,m50_65,f50_65,t50_65,mo65,fo65,to65,Pmschool,Pfschool,Ptschool,Pm18_20s,Pf18_20s,Pt18_20s,Pm30s,Pf30s,Pt30s,Pm40s,Pf40s,Pt40s,Pm50_65,Pf50_65,Pt50_65,Pmo65,Pfo65,Pto65,Name,State,Area,ID,CBSAFIPS
66,"Centralia, IL Micro Area",310M500US16460,37743,18613,19130,3195,3057,6252,2663,2616,5279,1988,2102,4090,2388,2132,4520,3805,4086,7891,3280,4008,7288,8.5,8.1,16.6,7.1,6.9,14.0,5.3,5.6,10.8,6.3,5.6,12.0,10.1,10.8,20.9,8.7,10.6,19.3,Centralia, IL,Micro Area,16460,16460
67,"Centralia, WA Micro Area",310M500US16500,78145,39083,39062,6280,5992,12272,5526,4939,10465,4632,4609,9241,4484,4573,9057,8006,8332,16338,7775,8411,16186,8.0,7.7,15.7,7.1,6.3,13.4,5.9,5.9,11.8,5.7,5.9,11.6,10.2,10.7,20.9,9.9,10.8,20.7,Centralia, WA,Micro Area,16500,16500
68,"Chambersburg-Waynesboro, PA Metro Area",310M500US16540,154147,75710,78437,13012,12301,25313,10589,10503,21092,9336,8833,18169,9251,9838,19089,15692,15813,31505,13129,16544,29673,8.4,8.0,16.4,6.9,6.8,13.7,6.1,5.7,11.8,6.0,6.4,12.4,10.2,10.3,20.4,8.5,10.7,19.2,Chambersburg-Waynesboro, PA,Metro Area,16540,16540
69,"Champaign-Urbana, IL Metro Area",310M500US16580,226323,112703,113620,15624,15143,30767,35108,31852,66960,14888,14311,29199,10586,11192,21778,17227,18785,36012,12883,16210,29093,6.9,6.7,13.6,15.5,14.1,29.6,6.6,6.3,12.9,4.7,4.9,9.6,7.6,8.3,15.9,5.7,7.2,12.9,Champaign-Urbana, IL,Metro Area,16580,16580
70,"Charleston, WV Metro Area",310M500US16620,264113,128490,135623,20528,19778,40306,17986,17510,35496,15475,15134,30609,16332,17097,33429,27838,29893,57731,23165,29121,52286,7.8,7.5,15.3,6.8,6.6,13.4,5.9,5.7,11.6,6.2,6.5,12.7,10.5,11.3,21.9,8.8,11.0,19.8,Charleston, WV,Metro Area,16620,16620
71,"Charleston-Mattoon, IL Micro Area",310M500US16660,62189,30353,31836,4486,4188,8674,6757,7427,14184,3675,3614,7289,3443,3130,6573,5794,6024,11818,4661,5928,10589,7.2,6.7,13.9,10.9,11.9,22.8,5.9,5.8,11.7,5.5,5.0,10.6,9.3,9.7,19.0,7.5,9.5,17.0,Charleston-Mattoon, IL,Micro Area,16660,16660
72,"Charleston-North Charleston, SC Metro Area",310M500US16700,774508,378374,396134,62536,60419,122955,67671,64019,131690,55722,57535,113257,47279,49196,96475,70075,78673,148748,50791,63283,114074,8.1,7.8,15.9,8.7,8.3,17.0,7.2,7.4,14.6,6.1,6.4,12.5,9.0,10.2,19.2,6.6,8.2,14.7,Charleston-North Charleston, SC,Metro Area,16700,16700
73,"Charlotte-Concord-Gastonia, NC-SC Metro Area",310M500US16740,2545560,1235495,1310065,229047,221713,450760,198120,200702,398822,169714,182604,352318,177884,185697,363581,232551,249662,482213,146993,192461,339454,9.0,8.7,17.7,7.8,7.9,15.7,6.7,7.2,13.8,7.0,7.3,14.3,9.1,9.8,18.9,5.8,7.6,13.3,Charlotte-Concord-Gastonia, NC,SC Metro Area,16740,16740
74,"Charlottesville, VA Metro Area",310M500US16820,215445,103148,112297,15797,15003,30800,20218,21563,41781,13340,14885,28225,12181,12545,24726,19585,22307,41892,16326,20587,36913,7.3,7.0,14.3,9.4,10.0,19.4,6.2,6.9,13.1,5.7,5.8,11.5,9.1,10.4,19.4,7.6,9.6,17.1,Charlottesville, VA,Metro Area,16820,16820
75,"Chattanooga, TN-GA Metro Area",310M500US16860,556209,269599,286610,44282,41972,86254,42879,44044,86923,35066,35349,70415,34666,36017,70683,53762,58612,112374,42568,55305,97873,8.0,7.5,15.5,7.7,7.9,15.6,6.3,6.4,12.7,6.2,6.5,12.7,9.7,10.5,20.2,7.7,9.9,17.6,Chattanooga, TN,GA Metro Area,16860,16860
76,"Chico, CA Metro Area",310M500US17020,225817,111735,114082,17006,16049,33055,24821,23840,48661,12938,12975,25913,12170,11219,23389,20118,21612,41730,18287,22398,40685,7.5,7.1,14.6,11.0,10.6,21.5,5.7,5.7,11.5,5.4,5.0,10.4,8.9,9.6,18.5,8.1,9.9,18.0,Chico, CA,Metro Area,17020,17020
77,"Chillicothe, OH Micro Area",310M500US17060,76948,40332,36616,6387,5968,12355,6096,4777,10873,5832,4364,10196,5609,4734,10343,8697,7909,16606,5544,6845,12389,8.3,7.8,16.1,7.9,6.2,14.1,7.6,5.7,13.3,7.3,6.2,13.4,11.3,10.3,21.6,7.2,8.9,16.1,Chillicothe, OH,Micro Area,17060,17060
78,"Cincinnati, OH-KY-IN Metro Area",310M500US17140,2201741,1079705,1122036,194739,187385,382124,179940,174716,354656,140898,142341,283239,134299,138786,273085,216077,228151,444228,143279,183152,326431,8.8,8.5,17.4,8.2,7.9,16.1,6.4,6.5,12.9,6.1,6.3,12.4,9.8,10.4,20.2,6.5,8.3,14.8,Cincinnati, OH,KY-IN Metro Area,17140,17140
79,"Clarksburg, WV Micro Area",310M500US17220,93332,46338,46994,7337,6876,14213,6471,6029,12500,5966,5464,11430,5902,6017,11919,10088,10113,20201,8041,9929,17970,7.9,7.4,15.2,6.9,6.5,13.4,6.4,5.9,12.2,6.3,6.4,12.8,10.8,10.8,21.6,8.6,10.6,19.3,Clarksburg, WV,Micro Area,17220,17220
80,"Clarksdale, MS Micro Area",310M500US17260,23255,10743,12512,2230,2223,4453,1935,2058,3993,1106,1510,2616,1135,1389,2524,1952,2415,4367,1432,1968,3400,9.6,9.6,19.1,8.3,8.8,17.2,4.8,6.5,11.2,4.9,6.0,10.9,8.4,10.4,18.8,6.2,8.5,14.6,Clarksdale, MS,Micro Area,17260,17260
81,"Clarksville, TN-KY Metro Area",310M500US17300,299470,151723,147747,27643,26354,53997,36237,28823,65060,21758,20999,42757,16992,17583,34575,21313,23831,45144,14651,18063,32714,9.2,8.8,18.0,12.1,9.6,21.7,7.3,7.0,14.3,5.7,5.9,11.5,7.1,8.0,15.1,4.9,6.0,10.9,Clarksville, TN,KY Metro Area,17300,17300
82,"Clearlake, CA Micro Area",310M500US17340,64195,31865,32330,4853,4816,9669,4145,3703,7848,3803,3674,7477,3205,3293,6498,7048,7591,14639,6954,7379,14333,7.6,7.5,15.1,6.5,5.8,12.2,5.9,5.7,11.6,5.0,5.1,10.1,11.0,11.8,22.8,10.8,11.5,22.3,Clearlake, CA,Micro Area,17340,17340
83,"Cleveland, MS Micro Area",310M500US17380,31848,15012,16836,3005,2727,5732,2722,2896,5618,2046,2068,4114,1501,2003,3504,2673,3243,5916,1931,2849,4780,9.4,8.6,18.0,8.5,9.1,17.6,6.4,6.5,12.9,4.7,6.3,11.0,8.4,10.2,18.6,6.1,8.9,15.0,Cleveland, MS,Micro Area,17380,17380
84,"Cleveland, TN Metro Area",310M500US17420,122563,59834,62729,10150,9687,19837,9713,9803,19516,7282,7226,14508,7961,8109,16070,11895,12649,24544,9393,11842,21235,8.3,7.9,16.2,7.9,8.0,15.9,5.9,5.9,11.8,6.5,6.6,13.1,9.7,10.3,20.0,7.7,9.7,17.3,Cleveland, TN,Metro Area,17420,17420
85,"Cleveland-Elyria, OH Metro Area",310M500US17460,2056898,993227,1063671,164837,158201,323038,156755,155005,311760,121129,124806,245935,121303,129120,250423,211389,229117,440506,158780,211428,370208,8.0,7.7,15.7,7.6,7.5,15.2,5.9,6.1,12.0,5.9,6.3,12.2,10.3,11.1,21.4,7.7,10.3,18.0,Cleveland-Elyria, OH,Metro Area,17460,17460
86,"Clewiston, FL Micro Area",310M500US17500,40732,21600,19132,4310,3669,7979,3752,3089,6841,2904,2073,4977,2646,2530,5176,3792,3619,7411,2677,2668,5345,10.6,9.0,19.6,9.2,7.6,16.8,7.1,5.1,12.2,6.5,6.2,12.7,9.3,8.9,18.2,6.6,6.6,13.1,Clewiston, FL,Micro Area,17500,17500
87,"Clinton, IA Micro Area",310M500US17540,46909,22958,23951,4055,3826,7881,2997,3088,6085,2638,2764,5402,2736,2645,5381,5098,5197,10295,4118,4939,9057,8.6,8.2,16.8,6.4,6.6,13.0,5.6,5.9,11.5,5.8,5.6,11.5,10.9,11.1,21.9,8.8,10.5,19.3,Clinton, IA,Micro Area,17540,17540
88,"Clovis, NM Micro Area",310M500US17580,49732,25956,23776,4783,4336,9119,6218,4330,10548,3823,3371,7194,2613,2479,5092,3723,3878,7601,2670,3421,6091,9.6,8.7,18.3,12.5,8.7,21.2,7.7,6.8,14.5,5.3,5.0,10.2,7.5,7.8,15.3,5.4,6.9,12.2,Clovis, NM,Micro Area,17580,17580
89,"Coamo, PR Micro Area",310M500US17620,38906,18878,20028,3201,3069,6270,2849,2764,5613,2545,2462,5007,2335,3138,5473,3961,4240,8201,3123,3574,6697,8.2,7.9,16.1,7.3,7.1,14.4,6.5,6.3,12.9,6.0,8.1,14.1,10.2,10.9,21.1,8.0,9.2,17.2,Coamo, PR,Micro Area,17620,17620
90,"Coco, PR Micro Area",310M500US17640,28109,13584,14525,2543,2311,4854,2308,2233,4541,1483,1628,3111,1800,2006,3806,2443,2775,5218,2328,2932,5260,9.0,8.2,17.3,8.2,7.9,16.2,5.3,5.8,11.1,6.4,7.1,13.5,8.7,9.9,18.6,8.3,10.4,18.7,Coco, PR,Micro Area,17640,17640
91,"Coeur d'Alene, ID Metro Area",310M500US17660,157322,77730,79592,13925,12852,26777,11323,10906,22229,9814,10067,19881,9247,9215,18462,15086,16396,31482,13589,15493,29082,8.9,8.2,17.0,7.2,6.9,14.1,6.2,6.4,12.6,5.9,5.9,11.7,9.6,10.4,20.0,8.6,9.8,18.5,Coeur d'Alene, ID,Metro Area,17660,17660
92,"Coffeyville, KS Micro Area",310M500US17700,32521,16205,16316,2961,2713,5674,2538,2179,4717,1911,1817,3728,1640,1788,3428,3309,3361,6670,2714,3544,6258,9.1,8.3,17.4,7.8,6.7,14.5,5.9,5.6,11.5,5.0,5.5,10.5,10.2,10.3,20.5,8.3,10.9,19.2,Coffeyville, KS,Micro Area,17700,17700
93,"Coldwater, MI Micro Area",310M500US17740,43513,22481,21032,3742,3689,7431,3058,2746,5804,2794,2477,5271,2899,2196,5095,4974,4431,9405,3693,4207,7900,8.6,8.5,17.1,7.0,6.3,13.3,6.4,5.7,12.1,6.7,5.0,11.7,11.4,10.2,21.6,8.5,9.7,18.2,Coldwater, MI,Micro Area,17740,17740
94,"College Station-Bryan, TX Metro Area",310M500US17780,258029,129895,128134,19257,18782,38039,43827,39681,83508,16690,15574,32264,12519,13385,25904,17396,18352,35748,12107,14597,26704,7.5,7.3,14.7,17.0,15.4,32.4,6.5,6.0,12.5,4.9,5.2,10.0,6.7,7.1,13.9,4.7,5.7,10.3,College Station-Bryan, TX,Metro Area,17780,17780
95,"Colorado Springs, CO Metro Area",310M500US17820,723498,365383,358115,64313,61821,126134,75760,61780,137540,52808,49687,102495,42700,42631,85331,63614,68045,131659,41632,50642,92274,8.9,8.5,17.4,10.5,8.5,19.0,7.3,6.9,14.2,5.9,5.9,11.8,8.8,9.4,18.2,5.8,7.0,12.8,Colorado Springs, CO,Metro Area,17820,17820
96,"Columbia, MO Metro Area",310M500US17860,205369,100711,104658,15653,14480,30133,26497,27792,54289,13530,13154,26684,10831,11222,22053,16426,17836,34262,11565,14409,25974,7.6,7.1,14.7,12.9,13.5,26.4,6.6,6.4,13.0,5.3,5.5,10.7,8.0,8.7,16.7,5.6,7.0,12.6,Columbia, MO,Metro Area,17860,17860
97,"Columbia, SC Metro Area",310M500US17900,824278,399998,424280,68979,66523,135502,79749,76444,156193,50821,55007,105828,49830,52707,102537,74385,83217,157602,52022,66937,118959,8.4,8.1,16.4,9.7,9.3,18.9,6.2,6.7,12.8,6.0,6.4,12.4,9.0,10.1,19.1,6.3,8.1,14.4,Columbia, SC,Metro Area,17900,17900
98,"Columbus, GA-AL Metro Area",310M500US17980,319402,158687,160715,27798,26460,54258,32372,26372,58744,22612,21507,44119,18192,19422,37614,28053,30690,58743,18546,25591,44137,8.7,8.3,17.0,10.1,8.3,18.4,7.1,6.7,13.8,5.7,6.1,11.8,8.8,9.6,18.4,5.8,8.0,13.8,Columbus, GA,AL Metro Area,17980,17980
99,"Cullman, AL Micro Area",310M500US18980,82853,40759,42094,6916,6674,13590,5979,5902,11881,5123,4584,9707,5220,5409,10629,8303,8512,16815,6740,8376,15116,8.3,8.1,16.4,7.2,7.1,14.3,6.2,5.5,11.7,6.3,6.5,12.8,10.0,10.3,20.3,8.1,10.1,18.2,Cullman, AL,Micro Area,18980,18980
100,"Columbus, IN Metro Area",310M500US18020,82481,41170,41311,7111,7193,14304,6991,5986,12977,5731,5089,10820,5168,5378,10546,7525,7608,15133,5798,7436,13234,8.6,8.7,17.3,8.5,7.3,15.7,6.9,6.2,13.1,6.3,6.5,12.8,9.1,9.2,18.3,7.0,9.0,16.0,Columbus, IN,Metro Area,18020,18020
101,"Columbus, MS Micro Area",310M500US18060,59150,28141,31009,5242,4883,10125,4964,5192,10156,3509,3962,7471,3179,3517,6696,5388,6274,11662,3829,5327,9156,8.9,8.3,17.1,8.4,8.8,17.2,5.9,6.7,12.6,5.4,5.9,11.3,9.1,10.6,19.7,6.5,9.0,15.5,Columbus, MS,Micro Area,18060,18060
102,"Columbus, NE Micro Area",310M500US18100,33174,16998,16176,3350,2949,6299,2510,2163,4673,1910,1975,3885,2117,1688,3805,3226,3152,6378,2650,3084,5734,10.1,8.9,19.0,7.6,6.5,14.1,5.8,6.0,11.7,6.4,5.1,11.5,9.7,9.5,19.2,8.0,9.3,17.3,Columbus, NE,Micro Area,18100,18100
103,"Columbus, OH Metro Area",310M500US18140,2077761,1022627,1055134,180005,173059,353064,181893,178514,360407,151391,152495,303886,134202,134254,268456,187559,196852,384411,117193,151841,269034,8.7,8.3,17.0,8.8,8.6,17.3,7.3,7.3,14.6,6.5,6.5,12.9,9.0,9.5,18.5,5.6,7.3,12.9,Columbus, OH,Metro Area,18140,18140
104,"Concord, NH Micro Area",310M500US18180,149917,73860,76057,11129,10786,21915,11926,11230,23156,9103,8639,17742,9453,9598,19051,16879,17724,34603,11756,14560,26316,7.4,7.2,14.6,8.0,7.5,15.4,6.1,5.8,11.8,6.3,6.4,12.7,11.3,11.8,23.1,7.8,9.7,17.6,Concord, NH,Micro Area,18180,18180
105,"Connersville, IN Micro Area",310M500US18220,23194,11402,11792,2002,1920,3922,1667,1506,3173,1198,1156,2354,1507,1594,3101,2356,2529,4885,2064,2488,4552,8.6,8.3,16.9,7.2,6.5,13.7,5.2,5.0,10.1,6.5,6.9,13.4,10.2,10.9,21.1,8.9,10.7,19.6,Connersville, IN,Micro Area,18220,18220
106,"Cookeville, TN Micro Area",310M500US18260,111197,55003,56194,8765,8207,16972,11257,9926,21183,6117,6569,12686,6670,6270,12940,10270,11161,21431,8880,10949,19829,7.9,7.4,15.3,10.1,8.9,19.0,5.5,5.9,11.4,6.0,5.6,11.6,9.2,10.0,19.3,8.0,9.8,17.8,Cookeville, TN,Micro Area,18260,18260
107,"Coos Bay, OR Micro Area",310M500US18300,63686,31494,32192,4700,3928,8628,3850,3887,7737,3462,3527,6989,3306,3192,6498,6953,7499,14452,7747,8476,16223,7.4,6.2,13.5,6.0,6.1,12.1,5.4,5.5,11.0,5.2,5.0,10.2,10.9,11.8,22.7,12.2,13.3,25.5,Coos Bay, OR,Micro Area,18300,18300
108,"Cordele, GA Micro Area",310M500US18380,22713,10958,11755,2155,1916,4071,1605,1651,3256,1379,1446,2825,1004,1364,2368,2162,2449,4611,1820,2317,4137,9.5,8.4,17.9,7.1,7.3,14.3,6.1,6.4,12.4,4.4,6.0,10.4,9.5,10.8,20.3,8.0,10.2,18.2,Cordele, GA,Micro Area,18380,18380
109,"Corinth, MS Micro Area",310M500US18420,37090,18218,18872,3416,3060,6476,2675,2484,5159,2598,2379,4977,2037,2297,4334,3473,3738,7211,2892,3863,6755,9.2,8.3,17.5,7.2,6.7,13.9,7.0,6.4,13.4,5.5,6.2,11.7,9.4,10.1,19.4,7.8,10.4,18.2,Corinth, MS,Micro Area,18420,18420
110,"Cornelia, GA Micro Area",310M500US18460,44626,21134,23492,3713,3699,7412,3310,3820,7130,2398,2884,5282,2658,2952,5610,3919,4422,8341,3767,4478,8245,8.3,8.3,16.6,7.4,8.6,16.0,5.4,6.5,11.8,6.0,6.6,12.6,8.8,9.9,18.7,8.4,10.0,18.5,Cornelia, GA,Micro Area,18460,18460
111,"Corning, NY Micro Area",310M500US18500,96422,48131,48291,8051,7521,15572,6601,6377,12978,5682,5518,11200,5900,5775,11675,10741,10671,21412,8387,9864,18251,8.3,7.8,16.1,6.8,6.6,13.5,5.9,5.7,11.6,6.1,6.0,12.1,11.1,11.1,22.2,8.7,10.2,18.9,Corning, NY,Micro Area,18500,18500
112,"Corpus Christi, TX Metro Area",310M500US18580,428548,212290,216258,40261,38106,78367,37682,36166,73848,29193,29000,58193,25530,25531,51061,37506,39627,77133,27056,33617,60673,9.4,8.9,18.3,8.8,8.4,17.2,6.8,6.8,13.6,6.0,6.0,11.9,8.8,9.2,18.0,6.3,7.8,14.2,Corpus Christi, TX,Metro Area,18580,18580
113,"Corsicana, TX Micro Area",310M500US18620,48995,24098,24897,4784,4495,9279,3731,3510,7241,2423,2767,5190,3045,3096,6141,4608,4731,9339,3721,4508,8229,9.8,9.2,18.9,7.6,7.2,14.8,4.9,5.6,10.6,6.2,6.3,12.5,9.4,9.7,19.1,7.6,9.2,16.8,Corsicana, TX,Micro Area,18620,18620
114,"Cortland, NY Micro Area",310M500US18660,47865,23443,24422,3553,3238,6791,5365,6245,11610,2506,2337,4843,2679,2628,5307,4621,4649,9270,3466,4202,7668,7.4,6.8,14.2,11.2,13.0,24.3,5.2,4.9,10.1,5.6,5.5,11.1,9.7,9.7,19.4,7.2,8.8,16.0,Cortland, NY,Micro Area,18660,18660
115,"Corvallis, OR Metro Area",310M500US18700,91107,45794,45313,5655,5586,11241,14805,12897,27702,5406,5065,10471,3947,4408,8355,7438,8082,15520,6654,7491,14145,6.2,6.1,12.3,16.3,14.2,30.4,5.9,5.6,11.5,4.3,4.8,9.2,8.2,8.9,17.0,7.3,8.2,15.5,Corvallis, OR,Metro Area,18700,18700
116,"Coshocton, OH Micro Area",310M500US18740,36585,18120,18465,3304,3006,6310,2463,2434,4897,2209,2229,4438,1937,1926,3863,3891,3925,7816,3092,3856,6948,9.0,8.2,17.2,6.7,6.7,13.4,6.0,6.1,12.1,5.3,5.3,10.6,10.6,10.7,21.4,8.5,10.5,19.0,Coshocton, OH,Micro Area,18740,18740
117,"Craig, CO Micro Area",310M500US18780,13127,6797,6330,1354,1118,2472,1155,897,2052,891,738,1629,679,821,1500,1350,1427,2777,894,914,1808,10.3,8.5,18.8,8.8,6.8,15.6,6.8,5.6,12.4,5.2,6.3,11.4,10.3,10.9,21.2,6.8,7.0,13.8,Craig, CO,Micro Area,18780,18780
118,"Crawfordsville, IN Micro Area",310M500US18820,38287,19388,18899,3271,3152,6423,3361,2527,5888,2204,2269,4473,2363,2019,4382,4029,4020,8049,2994,3816,6810,8.5,8.2,16.8,8.8,6.6,15.4,5.8,5.9,11.7,6.2,5.3,11.4,10.5,10.5,21.0,7.8,10.0,17.8,Crawfordsville, IN,Micro Area,18820,18820
119,"Crescent City, CA Micro Area",310M500US18860,27495,14745,12750,2174,2214,4388,2318,1614,3932,2449,1574,4023,1840,1361,3201,2838,2854,5692,2242,2485,4727,7.9,8.1,16.0,8.4,5.9,14.3,8.9,5.7,14.6,6.7,4.9,11.6,10.3,10.4,20.7,8.2,9.0,17.2,Crescent City, CA,Micro Area,18860,18860
120,"Crestview-Fort Walton Beach-Destin, FL Metro Area",310M500US18880,272056,137955,134101,21303,20384,41687,24454,19505,43959,19824,17678,37502,15593,15145,30738,26883,28435,55318,20950,24405,45355,7.8,7.5,15.3,9.0,7.2,16.2,7.3,6.5,13.8,5.7,5.6,11.3,9.9,10.5,20.3,7.7,9.0,16.7,Crestview-Fort Walton Beach-Destin, FL,Metro Area,18880,18880
121,"Crossville, TN Micro Area",310M500US18900,59216,28973,30243,4040,3685,7725,3634,3288,6922,2544,2698,5242,3005,3227,6232,5820,6587,12407,8570,9329,17899,6.8,6.2,13.0,6.1,5.6,11.7,4.3,4.6,8.9,5.1,5.4,10.5,9.8,11.1,21.0,14.5,15.8,30.2,Crossville, TN,Micro Area,18900,18900
122,"Decatur, IN Micro Area",310M500US19540,35376,17650,17726,4000,3720,7720,2760,2431,5191,1851,1985,3836,1896,1793,3689,3045,3174,6219,2335,3017,5352,11.3,10.5,21.8,7.8,6.9,14.7,5.2,5.6,10.8,5.4,5.1,10.4,8.6,9.0,17.6,6.6,8.5,15.1,Decatur, IN,Micro Area,19540,19540
123,"Defiance, OH Micro Area",310M500US19580,38160,19028,19132,3418,3155,6573,2933,2670,5603,2175,2309,4484,2369,2330,4699,3792,3843,7635,3162,3783,6945,9.0,8.3,17.2,7.7,7.0,14.7,5.7,6.1,11.8,6.2,6.1,12.3,9.9,10.1,20.0,8.3,9.9,18.2,Defiance, OH,Micro Area,19580,19580
124,"Del Rio, TX Micro Area",310M500US19620,48969,24997,23972,4980,4832,9812,5255,4108,9363,3433,2889,6322,2722,2707,5429,3331,3652,6983,3175,3753,6928,10.2,9.9,20.0,10.7,8.4,19.1,7.0,5.9,12.9,5.6,5.5,11.1,6.8,7.5,14.3,6.5,7.7,14.1,Del Rio, TX,Micro Area,19620,19620
125,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",310M500US19660,646288,313903,332385,43058,41340,84398,45838,42773,88611,32787,34008,66795,36170,36143,72313,66714,75359,142073,74791,87694,162485,6.7,6.4,13.1,7.1,6.6,13.7,5.1,5.3,10.3,5.6,5.6,11.2,10.3,11.7,22.0,11.6,13.6,25.1,Deltona-Daytona Beach-Ormond Beach, FL,Metro Area,19660,19660
126,"Deming, NM Micro Area",310M500US19700,24083,12026,12057,2247,2326,4573,1923,1736,3659,1278,1248,2526,1293,1182,2475,2006,2116,4122,2355,2584,4939,9.3,9.7,19.0,8.0,7.2,15.2,5.3,5.2,10.5,5.4,4.9,10.3,8.3,8.8,17.1,9.8,10.7,20.5,Deming, NM,Micro Area,19700,19700
127,"Denver-Aurora-Lakewood, CO Metro Area",310M500US19740,2892066,1445090,1446976,247715,236667,484382,241253,230609,471862,236142,225572,461714,205095,196081,401176,262043,270812,532855,163345,201246,364591,8.6,8.2,16.7,8.3,8.0,16.3,8.2,7.8,16.0,7.1,6.8,13.9,9.1,9.4,18.4,5.6,7.0,12.6,Denver-Aurora-Lakewood, CO,Metro Area,19740,19740
128,"DeRidder, LA Micro Area",310M500US19760,37043,18833,18210,3476,3222,6698,3141,2515,5656,2482,2271,4753,2493,2294,4787,3378,3586,6964,2598,3102,5700,9.4,8.7,18.1,8.5,6.8,15.3,6.7,6.1,12.8,6.7,6.2,12.9,9.1,9.7,18.8,7.0,8.4,15.4,DeRidder, LA,Micro Area,19760,19760
129,"Des Moines-West Des Moines, IA Metro Area",310M500US19780,680439,336082,344357,63026,60570,123596,53154,53185,106339,50793,49429,100222,44205,43486,87691,60535,62954,123489,39927,51515,91442,9.3,8.9,18.2,7.8,7.8,15.6,7.5,7.3,14.7,6.5,6.4,12.9,8.9,9.3,18.1,5.9,7.6,13.4,Des Moines-West Des Moines, IA,Metro Area,19780,19780
130,"Detroit-Warren-Dearborn, MI Metro Area",310M500US19820,4317848,2102018,2215830,362059,346688,708747,340082,329850,669932,260597,268138,528735,267862,284796,552658,442772,472064,914836,298905,390921,689826,8.4,8.0,16.4,7.9,7.6,15.5,6.0,6.2,12.2,6.2,6.6,12.8,10.3,10.9,21.2,6.9,9.1,16.0,Detroit-Warren-Dearborn, MI,Metro Area,19820,19820
131,"Dickinson, ND Micro Area",310M500US19860,32003,16443,15560,2844,2778,5622,2889,2688,5577,2532,2187,4719,1870,1481,3351,3115,2767,5882,1885,2351,4236,8.9,8.7,17.6,9.0,8.4,17.4,7.9,6.8,14.7,5.8,4.6,10.5,9.7,8.6,18.4,5.9,7.3,13.2,Dickinson, ND,Micro Area,19860,19860
132,"Dixon, IL Micro Area",310M500US19940,34389,18299,16090,2647,2448,5095,2713,2124,4837,2591,1633,4224,2354,2016,4370,4115,3520,7635,3055,3456,6511,7.7,7.1,14.8,7.9,6.2,14.1,7.5,4.7,12.3,6.8,5.9,12.7,12.0,10.2,22.2,8.9,10.0,18.9,Dixon, IL,Micro Area,19940,19940
133,"Dodge City, KS Micro Area",310M500US19980,34179,17756,16423,3819,3441,7260,3334,2707,6041,2295,2083,4378,2109,1879,3988,3035,2774,5809,1660,1958,3618,11.2,10.1,21.2,9.8,7.9,17.7,6.7,6.1,12.8,6.2,5.5,11.7,8.9,8.1,17.0,4.9,5.7,10.6,Dodge City, KS,Micro Area,19980,19980
134,"Cullowhee, NC Micro Area",310M500US19000,57198,27951,29247,3768,3784,7552,6219,6579,12798,3106,2934,6040,2959,3210,6169,5151,5570,10721,5045,5929,10974,6.6,6.6,13.2,10.9,11.5,22.4,5.4,5.1,10.6,5.2,5.6,10.8,9.0,9.7,18.7,8.8,10.4,19.2,Cullowhee, NC,Micro Area,19000,19000
135,"Cumberland, MD-WV Metro Area",310M500US19060,98612,50952,47660,7125,6215,13340,9475,7902,17377,6505,4791,11296,6485,5643,12128,10058,9885,19943,8908,11041,19949,7.2,6.3,13.5,9.6,8.0,17.6,6.6,4.9,11.5,6.6,5.7,12.3,10.2,10.0,20.2,9.0,11.2,20.2,Cumberland, MD,WV Metro Area,19060,19060
136,"Dallas-Fort Worth-Arlington, TX Metro Area",310M500US19100,7320663,3601569,3719094,717899,691684,1409583,610891,608433,1219324,526409,543345,1069754,498770,515018,1013788,635931,661569,1297500,351307,449996,801303,9.8,9.4,19.3,8.3,8.3,16.7,7.2,7.4,14.6,6.8,7.0,13.8,8.7,9.0,17.7,4.8,6.1,10.9,Dallas-Fort Worth-Arlington, TX,Metro Area,19100,19100
137,"Dalton, GA Metro Area",310M500US19140,143961,71371,72590,14244,13567,27811,11916,11260,23176,9313,8860,18173,9264,9758,19022,13014,13301,26315,8870,11143,20013,9.9,9.4,19.3,8.3,7.8,16.1,6.5,6.2,12.6,6.4,6.8,13.2,9.0,9.2,18.3,6.2,7.7,13.9,Dalton, GA,Metro Area,19140,19140
138,"Danville, IL Metro Area",310M500US19180,77563,38565,38998,6890,6489,13379,5689,5209,10898,4887,4257,9144,4403,4373,8776,7672,8105,15777,6495,8035,14530,8.9,8.4,17.2,7.3,6.7,14.1,6.3,5.5,11.8,5.7,5.6,11.3,9.9,10.4,20.3,8.4,10.4,18.7,Danville, IL,Metro Area,19180,19180
139,"Danville, KY Micro Area",310M500US19220,54448,26992,27456,4423,4218,8641,4664,4280,8944,3274,2709,5983,3321,3501,6822,5363,5637,11000,4269,5658,9927,8.1,7.7,15.9,8.6,7.9,16.4,6.0,5.0,11.0,6.1,6.4,12.5,9.8,10.4,20.2,7.8,10.4,18.2,Danville, KY,Micro Area,19220,19220
140,"Danville, VA Micro Area",310M500US19260,102326,48996,53330,8032,7663,15695,7117,6784,13901,5408,5749,11157,5813,5855,11668,10971,12241,23212,9232,12482,21714,7.8,7.5,15.3,7.0,6.6,13.6,5.3,5.6,10.9,5.7,5.7,11.4,10.7,12.0,22.7,9.0,12.2,21.2,Danville, VA,Micro Area,19260,19260
