CBSA,GEOID,total,child,taxbase,O65,Pchild,Ptaxbase,PO65,homevalue,Name,State,CBSAFIPS
"Lewistown, PA Micro Area",310M200US30380,46705,10657,26994,9054,22.8,57.8,19.4,96700,Lewistown, PA,30380
"Lexington, NE Micro Area",310M200US30420,26202,7318,15121,3763,27.9,57.7,14.4,90700,Lexington, NE,30420
"Lexington-Fayette, KY Metro Area",310M200US30460,483997,108462,318416,57119,22.4,65.8,11.8,163000,Lexington-Fayette, KY,30460
"Liberal, KS Micro Area",310M200US30580,23319,7418,13773,2128,31.8,59.1,9.1,88900,Liberal, KS,30580
"Lima, OH Metro Area",310M200US30620,105562,24879,64642,16041,23.6,61.2,15.2,106200,Lima, OH,30620
"Lincoln, IL Micro Area",310M200US30660,30047,5723,19411,4913,19.0,64.6,16.4,97500,Lincoln, IL,30660
"Lincoln, NE Metro Area",310M200US30700,310665,71829,202509,36327,23.1,65.2,11.7,149700,Lincoln, NE,30700
"Little Rock-North Little Rock-Conway, AR Metro Area",310M200US30780,716849,173779,450495,92575,24.2,62.8,12.9,136400,Little Rock-North Little Rock-Conway, AR,30780
"Lock Haven, PA Micro Area",310M200US30820,39611,8096,24912,6603,20.4,62.9,16.7,113800,Lock Haven, PA,30820
"Logan, UT-ID Metro Area",310M200US30860,128807,40814,76963,11030,31.7,59.8,8.6,185700,Logan, UT,30860
"Logan, WV Micro Area",310M200US30880,36169,7473,22933,5763,20.7,63.4,15.9,80500,Logan, WV,30880
"Logansport, IN Micro Area",310M200US30900,38730,9603,23110,6017,24.8,59.7,15.5,81100,Logansport, IN,30900
"London, KY Micro Area",310M200US30940,126949,30432,78141,18376,24.0,61.6,14.5,82100,London, KY,30940
"Longview, TX Metro Area",310M200US30980,216746,53519,131965,31262,24.7,60.9,14.4,109300,Longview, TX,30980
"Manitowoc, WI Micro Area",310M200US31820,80805,17490,48942,14373,21.6,60.6,17.8,124900,Manitowoc, WI,31820
"Mankato-North Mankato, MN Metro Area",310M200US31860,97643,19982,65464,12197,20.5,67.0,12.5,163300,Mankato-North Mankato, MN,31860
"Mansfield, OH Metro Area",310M200US31900,122813,27096,74560,21157,22.1,60.7,17.2,102400,Mansfield, OH,31900
"Marietta, OH Micro Area",310M200US31930,61473,12465,37692,11316,20.3,61.3,18.4,108200,Marietta, OH,31930
"Marinette, WI-MI Micro Area",310M200US31940,65326,13062,38768,13496,20.0,59.3,20.7,102800,Marinette, WI,31940
"Marion, IN Micro Area",310M200US31980,69313,14696,42910,11707,21.2,61.9,16.9,80200,Marion, IN,31980
"Longview, WA Metro Area",310M200US31020,102072,23952,60985,17135,23.5,59.7,16.8,175200,Longview, WA,31020
"Los Alamos, NM Micro Area",310M200US31060,17974,4246,10890,2838,23.6,60.6,15.8,280700,Los Alamos, NM,31060
"Los Angeles-Long Beach-Anaheim, CA Metro Area",310M200US31080,13060534,3077250,8451229,1532055,23.6,64.7,11.7,454200,Los Angeles-Long Beach-Anaheim, CA,31080
"Louisville/Jefferson County, KY-IN Metro Area",310M200US31140,1253305,293353,789729,170223,23.4,63.0,13.6,148000,Louisville/Jefferson County, KY,31140
"Lubbock, TX Metro Area",310M200US31180,298578,72759,191274,34545,24.4,64.1,11.6,107800,Lubbock, TX,31180
"Ludington, MI Micro Area",310M200US31220,28705,6048,16885,5772,21.1,58.8,20.1,118600,Ludington, MI,31220
"Lufkin, TX Micro Area",310M200US31260,87433,23077,51886,12470,26.4,59.3,14.3,86000,Lufkin, TX,31260
"Lumberton, NC Micro Area",310M200US31300,134913,35557,82987,16369,26.4,61.5,12.1,67600,Lumberton, NC,31300
"Lynchburg, VA Metro Area",310M200US31340,255440,52774,160423,42243,20.7,62.8,16.5,162000,Lynchburg, VA,31340
"Macomb, IL Micro Area",310M200US31380,32388,5263,22425,4700,16.2,69.2,14.5,87100,Macomb, IL,31380
"Macon, GA Metro Area",310M200US31420,231956,57109,142788,32059,24.6,61.6,13.8,120400,Macon, GA,31420
"Madera, CA Metro Area",310M200US31460,152452,42835,91192,18425,28.1,59.8,12.1,179100,Madera, CA,31460
"Madison, IN Micro Area",310M200US31500,32447,7104,20410,4933,21.9,62.9,15.2,112500,Madison, IN,31500
"Madison, WI Metro Area",310M200US31540,620368,134801,411578,73989,21.7,66.3,11.9,217500,Madison, WI,31540
"Madisonville, KY Micro Area",310M200US31580,46684,10747,28372,7565,23.0,60.8,16.2,87200,Madisonville, KY,31580
"Magnolia, AR Micro Area",310M200US31620,24400,5368,15091,3941,22.0,61.8,16.2,78500,Magnolia, AR,31620
"Malone, NY Micro Area",310M200US31660,51508,10320,33902,7286,20.0,65.8,14.1,98500,Malone, NY,31660
"Malvern, AR Micro Area",310M200US31680,33277,7372,20415,5490,22.2,61.3,16.5,83300,Malvern, AR,31680
"Manchester-Nashua, NH Metro Area",310M200US31700,402776,90688,260298,51790,22.5,64.6,12.9,245900,Manchester-Nashua, NH,31700
"Manhattan, KS Metro Area",310M200US31740,96816,20173,68222,8421,20.8,70.5,8.7,166700,Manhattan, KS,31740
"Marion, NC Micro Area",310M200US32000,44982,9573,27489,7920,21.3,61.1,17.6,101300,Marion, NC,32000
"Marion, OH Micro Area",310M200US32020,66171,14197,42052,9922,21.5,63.6,15.0,97400,Marion, OH,32020
"Marquette, MI Micro Area",310M200US32100,67535,12380,44671,10484,18.3,66.1,15.5,127200,Marquette, MI,32100
"Marshall, MN Micro Area",310M200US32140,25724,6270,15902,3552,24.4,61.8,13.8,134700,Marshall, MN,32140
"Marshall, MO Micro Area",310M200US32180,23363,5339,14208,3816,22.9,60.8,16.3,85500,Marshall, MO,32180
"Marshall, TX Micro Area",310M200US32220,66971,16844,40495,9632,25.2,60.5,14.4,110900,Marshall, TX,32220
"Marshalltown, IA Micro Area",310M200US32260,40922,10276,23796,6850,25.1,58.1,16.7,104200,Marshalltown, IA,32260
"Martin, TN Micro Area",310M200US32280,34699,6835,22428,5436,19.7,64.6,15.7,92400,Martin, TN,32280
"Martinsville, VA Micro Area",310M200US32300,66705,13787,39231,13687,20.7,58.8,20.5,92900,Martinsville, VA,32300
"Maryville, MO Micro Area",310M200US32340,23296,4054,16123,3119,17.4,69.2,13.4,110100,Maryville, MO,32340
"Mason City, IA Micro Area",310M200US32380,51274,10858,30780,9636,21.2,60.0,18.8,110100,Mason City, IA,32380
"Mayagüez, PR Metro Area",310M200US32420,102448,20091,62101,20256,19.6,60.6,19.8,101000,Mayagüez, PR,32420
"Mayfield, KY Micro Area",310M200US32460,37451,9118,22085,6248,24.3,59.0,16.7,89200,Mayfield, KY,32460
"Maysville, KY Micro Area",310M200US32500,17398,4187,10547,2664,24.1,60.6,15.3,102600,Maysville, KY,32500
"McAlester, OK Micro Area",310M200US32540,45220,10060,27097,8063,22.2,59.9,17.8,89400,McAlester, OK,32540
"McAllen-Edinburg-Mission, TX Metro Area",310M200US32580,806447,274800,452259,79388,34.1,56.1,9.8,78900,McAllen-Edinburg-Mission, TX,32580
"McComb, MS Micro Area",310M200US32620,53166,13605,31100,8461,25.6,58.5,15.9,77500,McComb, MS,32620
