CBSA,GEOID,CBSAFIPS,total,U5,school,18_20s,30s,40s,50_65,O65,PU5,Pschool,P18_20s,P30s,P40s,P50_65,PO65
"Oshkosh-Neenah, WI Metro Area",310M200US36780,36780,168413,9611,26088,31983,21392,22258,33521,23560,5.7,15.5,19.0,12.7,13.2,19.9,14.0
"Oskaloosa, IA Micro Area",310M200US36820,36820,22420,1387,3930,3477,2497,2780,4614,3735,6.2,17.5,15.5,11.1,12.4,20.6,16.7
"Othello, WA Micro Area",310M200US36830,36830,18951,2067,4563,3097,2268,2268,2766,1922,10.9,24.1,16.3,12.0,12.0,14.6,10.1
"Ottawa, KS Micro Area",310M200US36840,36840,25834,1788,4749,3781,2918,3383,5365,3850,6.9,18.4,14.6,11.3,13.1,20.8,14.9
"Ottawa-Peru, IL Micro Area",310M200US36860,36860,152954,8581,25758,21051,17435,20032,33379,26718,5.6,16.8,13.8,11.4,13.1,21.8,17.5
"Ottumwa, IA Micro Area",310M200US36900,36900,44171,2930,7633,6586,5203,5384,9103,7332,6.6,17.3,14.9,11.8,12.2,20.6,16.6
"Owatonna, MN Micro Area",310M200US36940,36940,36472,2567,6853,4843,4093,5353,7190,5573,7.0,18.8,13.3,11.2,14.7,19.7,15.3
"Owensboro, KY Metro Area",310M200US36980,36980,115795,7624,20599,16580,13566,15854,23681,17891,6.6,17.8,14.3,11.7,13.7,20.5,15.5
"Paris, TN Micro Area",310M200US37540,37540,32279,1742,5108,3870,3583,4170,7197,6609,5.4,15.8,12.0,11.1,12.9,22.3,20.5
"Paris, TX Micro Area",310M200US37580,37580,49704,3187,8611,7457,5285,6759,9673,8732,6.4,17.3,15.0,10.6,13.6,19.5,17.6
"Parkersburg-Vienna, WV Metro Area",310M200US37620,37620,92405,5153,14602,12239,10786,12845,20479,16301,5.6,15.8,13.2,11.7,13.9,22.2,17.6
"Parsons, KS Micro Area",310M200US37660,37660,21225,1299,3787,3063,2290,2810,4325,3651,6.1,17.8,14.4,10.8,13.2,20.4,17.2
"Payson, AZ Micro Area",310M200US37740,37740,53242,3037,7998,6327,4510,5808,12379,13183,5.7,15.0,11.9,8.5,10.9,23.3,24.8
"Pecos, TX Micro Area",310M200US37780,37780,13978,929,2248,2691,2144,2056,2187,1723,6.6,16.1,19.3,15.3,14.7,15.6,12.3
"Pensacola-Ferry Pass-Brent, FL Metro Area",310M200US37860,37860,462339,27976,72776,86367,54383,60341,93186,67310,6.1,15.7,18.7,11.8,13.1,20.2,14.6
"Peoria, IL Metro Area",310M200US37900,37900,380241,24478,65613,57629,47482,49125,77091,58823,6.4,17.3,15.2,12.5,12.9,20.3,15.5
"Peru, IN Micro Area",310M200US37940,37940,36394,2065,6028,5438,4472,5377,7574,5440,5.7,16.6,14.9,12.3,14.8,20.8,14.9
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",310M200US37980,37980,6015336,365969,1002629,1013331,752753,836407,1210176,834071,6.1,16.7,16.8,12.5,13.9,20.1,13.9
"Owosso, MI Micro Area",310M200US37020,37020,69553,3667,12396,9638,8121,9727,15297,10707,5.3,17.8,13.9,11.7,14.0,22.0,15.4
"Oxford, MS Micro Area",310M200US37060,37060,50256,2648,6544,17597,5558,5063,7457,5389,5.3,13.0,35.0,11.1,10.1,14.8,10.7
"Oxford, NC Micro Area",310M200US37080,37080,57955,3041,9872,8305,6465,9657,12468,8147,5.2,17.0,14.3,11.2,16.7,21.5,14.1
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",310M200US37100,37100,835790,54606,153457,138081,105643,116186,162218,105599,6.5,18.4,16.5,12.6,13.9,19.4,12.6
"Ozark, AL Micro Area",310M200US37120,37120,50013,3341,8723,8498,6537,6177,9599,7138,6.7,17.4,17.0,13.1,12.4,19.2,14.3
"Paducah, KY-IL Micro Area",310M200US37140,37140,98410,5576,16052,12716,10991,13761,21731,17583,5.7,16.3,12.9,11.2,14.0,22.1,17.9
"Pahrump, NV Micro Area",310M200US37220,37220,42938,1899,6333,4373,3608,5063,10448,11214,4.4,14.7,10.2,8.4,11.8,24.3,26.1
"Palatka, FL Micro Area",310M200US37260,37260,73191,4359,11822,9758,6958,9230,16396,14668,6.0,16.2,13.3,9.5,12.6,22.4,20.0
"Palestine, TX Micro Area",310M200US37300,37300,58084,3052,8218,9084,9587,9014,11417,7712,5.3,14.1,15.6,16.5,15.5,19.7,13.3
"Palm Bay-Melbourne-Titusville, FL Metro Area",310M200US37340,37340,548891,26216,78733,72734,55471,71257,126472,118008,4.8,14.3,13.3,10.1,13.0,23.0,21.5
"Pampa, TX Micro Area",310M200US37420,37420,22771,1668,4067,3366,3101,2819,4184,3566,7.3,17.9,14.8,13.6,12.4,18.4,15.7
"Panama City, FL Metro Area",310M200US37460,37460,188769,11290,28738,30827,23236,26556,38869,29253,6.0,15.2,16.3,12.3,14.1,20.6,15.5
"Paragould, AR Micro Area",310M200US37500,37500,42970,2790,7933,6476,5263,6209,8037,6262,6.5,18.5,15.1,12.2,14.4,18.7,14.6
"Phoenix-Mesa-Scottsdale, AZ Metro Area",310M200US38060,38060,4337542,302564,808623,725456,593221,579865,752330,575483,7.0,18.6,16.7,13.7,13.4,17.3,13.3
"Picayune, MS Micro Area",310M200US38100,38100,55293,3437,9900,8085,5664,8125,11344,8738,6.2,17.9,14.6,10.2,14.7,20.5,15.8
"Pierre, SD Micro Area",310M200US38180,38180,21824,1509,3664,3111,2640,2974,4698,3228,6.9,16.8,14.3,12.1,13.6,21.5,14.8
"Pine Bluff, AR Metro Area",310M200US38220,38220,97365,5689,16482,16548,12105,12773,19924,13844,5.8,16.9,17.0,12.4,13.1,20.5,14.2
"Pinehurst-Southern Pines, NC Micro Area",310M200US38240,38240,90579,5074,14305,10311,10497,10963,18349,21080,5.6,15.8,11.4,11.6,12.1,20.3,23.3
"Pittsburg, KS Micro Area",310M200US38260,38260,39277,2366,6187,9624,4582,4127,6745,5646,6.0,15.8,24.5,11.7,10.5,17.2,14.4
"Pittsburgh, PA Metro Area",310M200US38300,38300,2358793,119948,343603,364121,271388,311792,530259,417682,5.1,14.6,15.4,11.5,13.2,22.5,17.7
"Pittsfield, MA Metro Area",310M200US38340,38340,130064,5821,18473,19215,13215,17303,30423,25614,4.5,14.2,14.8,10.2,13.3,23.4,19.7
"Plainview, TX Micro Area",310M200US38380,38380,35925,2943,7256,6617,4504,4428,5756,4421,8.2,20.2,18.4,12.5,12.3,16.0,12.3
"Platteville, WI Micro Area",310M200US38420,38420,51272,2812,7859,11632,5054,5768,9991,8156,5.5,15.3,22.7,9.9,11.2,19.5,15.9
"Plattsburgh, NY Micro Area",310M200US38460,38460,81829,3969,11366,16048,9951,11706,17153,11636,4.9,13.9,19.6,12.2,14.3,21.0,14.2
"Plymouth, IN Micro Area",310M200US38500,38500,47032,3085,9160,6293,5325,6461,9509,7199,6.6,19.5,13.4,11.3,13.7,20.2,15.3
"Pocatello, ID Metro Area",310M200US38540,38540,83394,6560,16042,16403,10488,9462,14664,9775,7.9,19.2,19.7,12.6,11.3,17.6,11.7
"Point Pleasant, WV-OH Micro Area",310M200US38580,38580,57970,3349,9771,7892,6750,7524,12769,9915,5.8,16.9,13.6,11.6,13.0,22.0,17.1
"Ponca City, OK Micro Area",310M200US38620,38620,45781,3234,8265,6609,5175,5314,9158,8026,7.1,18.1,14.4,11.3,11.6,20.0,17.5
"Ponce, PR Metro Area",310M200US38660,38660,337919,20407,60813,57526,41301,41962,63075,52835,6.0,18.0,17.0,12.2,12.4,18.7,15.6
"Pontiac, IL Micro Area",310M200US38700,38700,38476,2089,6146,5611,4850,5272,8248,6260,5.4,16.0,14.6,12.6,13.7,21.4,16.3
"Poplar Bluff, MO Micro Area",310M200US38740,38740,42957,2734,7288,6015,5438,5201,8968,7313,6.4,17.0,14.0,12.7,12.1,20.9,17.0
"Portales, NM Micro Area",310M200US38780,38780,20065,1550,3622,5020,2397,1961,3105,2410,7.7,18.1,25.0,11.9,9.8,15.5,12.0
"Port Angeles, WA Micro Area",310M200US38820,38820,72024,3366,9508,8951,6666,7820,17353,18360,4.7,13.2,12.4,9.3,10.9,24.1,25.5
"Port Clinton, OH Micro Area",310M200US38840,38840,41304,1843,6432,4483,4213,5439,10494,8400,4.5,15.6,10.9,10.2,13.2,25.4,20.3
"Portland-South Portland, ME Metro Area",310M200US38860,38860,518387,25932,79310,74537,60870,75557,119167,83014,5.0,15.3,14.4,11.7,14.6,23.0,16.0
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",310M200US38900,38900,2288796,142721,384768,363463,341015,324927,450352,281550,6.2,16.8,15.9,14.9,14.2,19.7,12.3
"Port Lavaca, TX Micro Area",310M200US38920,38920,21569,1525,4016,3149,2574,2681,4198,3426,7.1,18.6,14.6,11.9,12.4,19.5,15.9
"Port St. Lucie, FL Metro Area",310M200US38940,38940,433646,21914,64953,53589,45774,53978,90525,102913,5.1,15.0,12.4,10.6,12.4,20.9,23.7
"Portsmouth, OH Micro Area",310M200US39020,39020,78520,4392,13093,12496,9990,10010,16019,12520,5.6,16.7,15.9,12.7,12.7,20.4,15.9
"Pottsville, PA Micro Area",310M200US39060,39060,147146,7248,21799,19095,17670,21651,32363,27320,4.9,14.8,13.0,12.0,14.7,22.0,18.6
"Prescott, AZ Metro Area",310M200US39140,39140,213689,9726,29113,24189,19018,22409,53125,56109,4.6,13.6,11.3,8.9,10.5,24.9,26.3
"Price, UT Micro Area",310M200US39220,39220,21118,1654,4022,3532,2792,2024,4071,3023,7.8,19.0,16.7,13.2,9.6,19.3,14.3
"Prineville, OR Micro Area",310M200US39260,39260,20798,913,3314,2116,2232,2474,5034,4715,4.4,15.9,10.2,10.7,11.9,24.2,22.7
"Providence-Warwick, RI-MA Metro Area",310M200US39300,39300,1604317,85383,251260,274871,191330,228838,331502,241133,5.3,15.7,17.1,11.9,14.3,20.7,15.0
"Provo-Orem, UT Metro Area",310M200US39340,39340,550774,58619,134562,131975,78255,51900,57417,38046,10.6,24.4,24.0,14.2,9.4,10.4,6.9
"Pueblo, CO Metro Area",310M200US39380,39380,160757,10099,28137,25184,19465,19349,32625,25898,6.3,17.5,15.7,12.1,12.0,20.3,16.1
"Pullman, WA Micro Area",310M200US39420,39420,46003,2020,4859,20667,4336,3653,6024,4444,4.4,10.6,44.9,9.4,7.9,13.1,9.7
"Punta Gorda, FL Metro Area",310M200US39460,39460,163151,5316,16906,14983,11986,16812,38410,58738,3.3,10.4,9.2,7.3,10.3,23.5,36.0
"Quincy, IL-MO Micro Area",310M200US39500,39500,77289,4785,12840,11661,9136,9241,15814,13812,6.2,16.6,15.1,11.8,12.0,20.5,17.9
"Racine, WI Metro Area",310M200US39540,39540,195039,12430,34946,27702,23796,27518,41551,27096,6.4,17.9,14.2,12.2,14.1,21.3,13.9
"Raleigh, NC Metro Area",310M200US39580,39580,1189579,81185,223672,193065,178071,186702,210234,116650,6.8,18.8,16.2,15.0,15.7,17.7,9.8
"Rapid City, SD Metro Area",310M200US39660,39660,139040,9615,23688,22650,17518,16009,29341,20219,6.9,17.0,16.3,12.6,11.5,21.1,14.5
"Warsaw, IN Micro Area",310M200US47700,47700,77790,5177,14321,11965,9054,10435,15841,10997,6.7,18.4,15.4,11.6,13.4,20.4,14.1
"Washington, IN Micro Area",310M200US47780,47780,32156,2706,6597,4909,3432,3957,5975,4580,8.4,20.5,15.3,10.7,12.3,18.6,14.2
"Washington, NC Micro Area",310M200US47820,47820,47587,2636,7581,5846,5162,5854,10959,9549,5.5,15.9,12.3,10.8,12.3,23.0,20.1
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",310M200US47900,47900,5863608,393099,985377,992366,878079,881036,1107601,626050,6.7,16.8,16.9,15.0,15.0,18.9,10.7
"Washington Court House, OH Micro Area",310M200US47920,47920,28875,1890,5113,3835,3384,4040,6072,4541,6.5,17.7,13.3,11.7,14.0,21.0,15.7
"Waterloo-Cedar Falls, IA Metro Area",310M200US47940,47940,168831,10384,26360,35711,20103,18539,32196,25538,6.2,15.6,21.2,11.9,11.0,19.1,15.1
"Watertown, SD Micro Area",310M200US47980,47980,27598,1902,4915,4196,3589,3248,5592,4156,6.9,17.8,15.2,13.0,11.8,20.3,15.1
"Watertown-Fort Atkinson, WI Micro Area",310M200US48020,48020,84201,4840,14531,13241,10707,11609,17547,11726,5.7,17.3,15.7,12.7,13.8,20.8,13.9
"Watertown-Fort Drum, NY Metro Area",310M200US48060,48060,118885,10219,19804,25887,16037,14170,19093,13675,8.6,16.7,21.8,13.5,11.9,16.1,11.5
"Wauchula, FL Micro Area",310M200US48100,48100,27549,2113,5490,4847,3388,3555,4278,3878,7.7,19.9,17.6,12.3,12.9,15.5,14.1
"Wausau, WI Metro Area",310M200US48140,48140,134886,8507,23765,18757,16068,19112,28349,20328,6.3,17.6,13.9,11.9,14.2,21.0,15.1
"Waycross, GA Micro Area",310M200US48180,48180,54775,3718,9569,8518,6609,7319,10696,8346,6.8,17.5,15.6,12.1,13.4,19.5,15.2
"Weatherford, OK Micro Area",310M200US48220,48220,28506,2146,4667,7108,3450,2584,4840,3711,7.5,16.4,24.9,12.1,9.1,17.0,13.0
"Weirton-Steubenville, WV-OH Metro Area",310M200US48260,48260,122666,5798,18196,16814,12757,16232,29178,23691,4.7,14.8,13.7,10.4,13.2,23.8,19.3
"Wenatchee, WA Metro Area",310M200US48300,48300,112847,7844,20765,16588,12854,13721,23311,17764,7.0,18.4,14.7,11.4,12.2,20.7,15.7
"Kalamazoo-Portage, MI Metro Area",310M200US28020,28020,330439,20186,55549,67586,38076,41353,63758,43931,6.1,16.8,20.5,11.5,12.5,19.3,13.3
"Kalispell, MT Micro Area",310M200US28060,28060,92373,5453,15732,12157,10878,11618,22059,14476,5.9,17.0,13.2,11.8,12.6,23.9,15.7
"Kankakee, IL Metro Area",310M200US28100,28100,112682,7145,20640,18594,13532,14789,22150,15832,6.3,18.3,16.5,12.0,13.1,19.7,14.1
"Kansas City, MO-KS Metro Area",310M200US28140,28140,2040869,140951,373899,311932,280442,278085,398330,257230,6.9,18.3,15.3,13.7,13.6,19.5,12.6
"Kapaa, HI Micro Area",310M200US28180,28180,68745,4439,10995,9262,8187,9064,15629,11169,6.5,16.0,13.5,11.9,13.2,22.7,16.2
"Kearney, NE Micro Area",310M200US28260,28260,53948,3685,9030,11871,6674,5864,9727,7097,6.8,16.7,22.0,12.4,10.9,18.0,13.2
"Keene, NH Micro Area",310M200US28300,28300,76596,3626,10867,14434,8000,10084,17437,12148,4.7,14.2,18.8,10.4,13.2,22.8,15.9
"Kendallville, IN Micro Area",310M200US28340,28340,47497,3156,9162,6768,6242,6009,9720,6440,6.6,19.3,14.2,13.1,12.7,20.5,13.6
"Kennett, MO Micro Area",310M200US28380,28380,31778,2269,5882,4335,3508,4118,6291,5375,7.1,18.5,13.6,11.0,13.0,19.8,16.9
"Kennewick-Richland, WA Metro Area",310M200US28420,28420,266561,22127,55263,43968,36751,32034,47279,29139,8.3,20.7,16.5,13.8,12.0,17.7,10.9
"Kerrville, TX Micro Area",310M200US28500,28500,49914,2551,7274,6707,4289,5494,10759,12840,5.1,14.6,13.4,8.6,11.0,21.6,25.7
"Ketchikan, AK Micro Area",310M200US28540,28540,13676,869,2316,2177,1649,1956,3229,1480,6.4,16.9,15.9,12.1,14.3,23.6,10.8
"Key West, FL Micro Area",310M200US28580,28580,75208,3401,7992,9935,9472,10550,19706,14152,4.5,10.6,13.2,12.6,14.0,26.2,18.8
"Kill Devil Hills, NC Micro Area",310M200US28620,28620,38749,1939,5703,4640,4885,5656,9430,6496,5.0,14.7,12.0,12.6,14.6,24.3,16.8
"Killeen-Temple, TX Metro Area",310M200US28660,28660,417887,35974,79390,90291,61406,50034,61420,39372,8.6,19.0,21.6,14.7,12.0,14.7,9.4
"Kingsport-Bristol-Bristol, TN-VA Metro Area",310M200US28700,28700,308800,15526,47031,40348,35249,43583,67979,59084,5.0,15.2,13.1,11.4,14.1,22.0,19.1
"Kingston, NY Metro Area",310M200US28740,28740,181598,8517,26386,28827,19725,27168,41742,29233,4.7,14.5,15.9,10.9,15.0,23.0,16.1
"Wichita, KS Metro Area",310M200US48620,48620,636095,47280,121710,104762,80515,78679,122144,81005,7.4,19.1,16.5,12.7,12.4,19.2,12.7
"West Plains, MO Micro Area",310M200US48460,48460,40469,2695,7270,5652,4683,4919,8044,7206,6.7,18.0,14.0,11.6,12.2,19.9,17.8
"Wheeling, WV-OH Metro Area",310M200US48540,48540,146465,7413,21185,21119,16714,18952,34226,26856,5.1,14.5,14.4,11.4,12.9,23.4,18.3
"Whitewater-Elkhorn, WI Micro Area",310M200US48580,48580,102920,5642,17626,18048,11833,13687,21412,14672,5.5,17.1,17.5,11.5,13.3,20.8,14.3
"Wichita Falls, TX Metro Area",310M200US48660,48660,151202,9689,24820,30938,18707,17624,28245,21179,6.4,16.4,20.5,12.4,11.7,18.7,14.0
"Williamsport, PA Metro Area",310M200US48700,48700,116676,6489,17618,19740,12752,15281,25127,19669,5.6,15.1,16.9,10.9,13.1,21.5,16.9
"Williston, ND Micro Area",310M200US48780,48780,27066,2085,4512,5249,3424,3315,5356,3125,7.7,16.7,19.4,12.7,12.2,19.8,11.5
"Willmar, MN Micro Area",310M200US48820,48820,42316,2803,7244,6358,4665,5038,9070,7138,6.6,17.1,15.0,11.0,11.9,21.4,16.9
"Wilmington, NC Metro Area",310M200US48900,48900,263804,14550,38962,49156,33512,36039,51919,39666,5.5,14.8,18.6,12.7,13.7,19.7,15.0
"Wilmington, OH Micro Area",310M200US48940,48940,41871,2575,7668,6293,4637,5846,8874,5978,6.1,18.3,15.0,11.1,14.0,21.2,14.3
"Wilson, NC Micro Area",310M200US48980,48980,81499,5239,14382,11922,9803,10792,16768,12593,6.4,17.6,14.6,12.0,13.2,20.6,15.5
"Winchester, VA-WV Metro Area",310M200US49020,49020,131082,7554,23003,19468,15659,19578,26595,19225,5.8,17.5,14.9,11.9,14.9,20.3,14.7
"Winnemucca, NV Micro Area",310M200US49080,49080,17003,1296,3462,2578,2100,2264,3653,1650,7.6,20.4,15.2,12.4,13.3,21.5,9.7
"Winona, MN Micro Area",310M200US49100,49100,51285,2434,7124,13821,5256,5504,9848,7298,4.7,13.9,26.9,10.2,10.7,19.2,14.2
"Winston-Salem, NC Metro Area",310M200US49180,49180,648045,39482,112225,95739,78403,93851,131883,96462,6.1,17.3,14.8,12.1,14.5,20.4,14.9
"Wisconsin Rapids-Marshfield, WI Micro Area",310M200US49220,49220,74261,4354,12167,9785,8236,9713,16843,13163,5.9,16.4,13.2,11.1,13.1,22.7,17.7
"Woodward, OK Micro Area",310M200US49260,49260,20697,1472,3691,3482,2898,2416,3887,2851,7.1,17.8,16.8,14.0,11.7,18.8,13.8
"Wooster, OH Micro Area",310M200US49300,49300,114978,7639,21054,17918,12397,14998,23308,17664,6.6,18.3,15.6,10.8,13.0,20.3,15.4
"Worcester, MA-CT Metro Area",310M200US49340,49340,924722,51822,155775,148184,109955,140277,194453,124256,5.6,16.8,16.0,11.9,15.2,21.0,13.4
"Worthington, MN Micro Area",310M200US49380,49380,21589,1742,3871,3386,2691,2397,4176,3326,8.1,17.9,15.7,12.5,11.1,19.3,15.4
"Yakima, WA Metro Area",310M200US49420,49420,246402,21314,52881,41266,30678,29378,41043,29842,8.7,21.5,16.7,12.5,11.9,16.7,12.1
"Yankton, SD Micro Area",310M200US49460,49460,22580,1363,3546,3341,2816,2983,4817,3714,6.0,15.7,14.8,12.5,13.2,21.3,16.4
"York-Hanover, PA Metro Area",310M200US49620,49620,438052,25828,74325,62497,52702,64153,93052,65495,5.9,17.0,14.3,12.0,14.6,21.2,15.0
"Youngstown-Warren-Boardman, OH-PA Metro Area",310M200US49660,49660,559144,29067,89133,78398,59769,72763,126622,103392,5.2,15.9,14.0,10.7,13.0,22.6,18.5
"Yuba City, CA Metro Area",310M200US49700,49700,168126,12950,33364,29127,21380,21091,29269,20945,7.7,19.8,17.3,12.7,12.5,17.4,12.5
"Yuma, AZ Metro Area",310M200US49740,49740,201453,15153,39149,37466,22684,23439,30593,32969,7.5,19.4,18.6,11.3,11.6,15.2,16.4
"Zanesville, OH Micro Area",310M200US49780,49780,85947,5215,15048,12967,9643,11566,17850,13658,6.1,17.5,15.1,11.2,13.5,20.8,15.9
"Zapata, TX Micro Area",310M200US49820,49820,14231,1558,3254,2480,1994,1404,1975,1566,10.9,22.9,17.4,14.0,9.9,13.9,11.0
"Klamath Falls, OR Micro Area",310M200US28900,28900,65985,3841,10532,9802,7069,8029,14717,11995,5.8,16.0,14.9,10.7,12.2,22.3,18.2
"Kingsville, TX Micro Area",310M200US28780,28780,32670,2329,5779,9002,3601,3178,4851,3930,7.1,17.7,27.6,11.0,9.7,14.8,12.0
"Kinston, NC Micro Area",310M200US28820,28820,59095,3541,10260,8243,6526,7676,12872,9977,6.0,17.4,13.9,11.0,13.0,21.8,16.9
"Kirksville, MO Micro Area",310M200US28860,28860,30030,1467,4443,8863,2971,2924,5073,4289,4.9,14.8,29.5,9.9,9.7,16.9,14.3
"Knoxville, TN Metro Area",310M200US28940,28940,847765,47353,133964,135937,103880,116229,175283,135119,5.6,15.8,16.0,12.3,13.7,20.7,15.9
"Laredo, TX Metro Area",310M200US29700,29700,259471,25713,63934,47053,35701,31995,33838,21237,9.9,24.6,18.1,13.8,12.3,13.0,8.2
"Las Cruces, NM Metro Area",310M200US29740,29740,212942,15652,39830,44679,25446,23036,36231,28068,7.4,18.7,21.0,11.9,10.8,17.0,13.2
"Las Vegas, NM Micro Area",310M200US29780,29780,28899,1579,4515,4869,2703,3837,6552,4844,5.5,15.6,16.8,9.4,13.3,22.7,16.8
"Las Vegas-Henderson-Paradise, NV Metro Area",310M200US29820,29820,2003613,134527,353187,330838,292074,285978,359922,247087,6.7,17.6,16.5,14.6,14.3,18.0,12.3
"Laurel, MS Micro Area",310M200US29860,29860,84960,6095,15291,13174,10324,10242,16928,12906,7.2,18.0,15.5,12.2,12.1,19.9,15.2
"Laurinburg, NC Micro Area",310M200US29900,29900,36034,2348,6356,5569,4272,4824,7397,5268,6.5,17.6,15.5,11.9,13.4,20.5,14.6
"Lawrence, KS Metro Area",310M200US29940,29940,113703,6137,15453,37523,13915,12345,17458,10872,5.4,13.6,33.0,12.2,10.9,15.4,9.6
"Lawrenceburg, TN Micro Area",310M200US29980,29980,42084,2923,7591,5710,4833,5689,8272,7066,6.9,18.0,13.6,11.5,13.5,19.7,16.8
"Kokomo, IN Metro Area",310M200US29020,29020,82914,5053,14163,11472,9357,10943,17671,14255,6.1,17.1,13.8,11.3,13.2,21.3,17.2
"Laconia, NH Micro Area",310M200US29060,29060,60252,2943,9260,7314,6306,8357,15168,10904,4.9,15.4,12.1,10.5,13.9,25.2,18.1
"La Crosse-Onalaska, WI-MN Metro Area",310M200US29100,29100,135329,7605,20775,28622,15089,16613,26838,19787,5.6,15.4,21.1,11.1,12.3,19.8,14.6
"Lafayette, LA Metro Area",310M200US29180,29180,475457,33749,86798,84334,62618,61159,90540,56259,7.1,18.3,17.7,13.2,12.9,19.0,11.8
"Lafayette-West Lafayette, IN Metro Area",310M200US29200,29200,207013,12741,31115,61208,24245,22626,32709,22369,6.2,15.0,29.6,11.7,10.9,15.8,10.8
"La Grande, OR Micro Area",310M200US29260,29260,25736,1540,4173,4407,2723,2940,5435,4518,6.0,16.2,17.1,10.6,11.4,21.1,17.6
"LaGrange, GA Micro Area",310M200US29300,29300,68375,4723,13011,11325,8116,9216,13081,8903,6.9,19.0,16.6,11.9,13.5,19.1,13.0
"Lake Charles, LA Metro Area",310M200US29340,29340,201656,13844,36678,34235,25015,25581,39699,26604,6.9,18.2,17.0,12.4,12.7,19.7,13.2
"Lake City, FL Micro Area",310M200US29380,29380,67662,4064,10816,10880,7752,9020,14002,11128,6.0,16.0,16.1,11.5,13.3,20.7,16.4
"Lake Havasu City-Kingman, AZ Metro Area",310M200US29420,29420,202482,10072,29602,23744,18823,22689,46831,50721,5.0,14.6,11.7,9.3,11.2,23.1,25.0
"Lakeland-Winter Haven, FL Metro Area",310M200US29460,29460,617323,37763,104709,91964,71126,78813,117124,115824,6.1,17.0,14.9,11.5,12.8,19.0,18.8
"Lamesa, TX Micro Area",310M200US29500,29500,13593,967,2330,2798,1843,1540,2150,1965,7.1,17.1,20.6,13.6,11.3,15.8,14.5
"Lancaster, PA Metro Area",310M200US29540,29540,526839,35215,93485,83806,61587,66934,103287,82525,6.7,17.7,15.9,11.7,12.7,19.6,15.7
"Lansing-East Lansing, MI Metro Area",310M200US29620,29620,467122,26113,74376,105499,54310,57211,90820,58793,5.6,15.9,22.6,11.6,12.2,19.4,12.6
"Laramie, WY Micro Area",310M200US29660,29660,37220,1962,4155,14426,4158,3595,5567,3357,5.3,11.2,38.8,11.2,9.7,15.0,9.0
"Lawton, OK Metro Area",310M200US30020,30020,131804,9974,22563,29044,18279,15927,21629,14388,7.6,17.1,22.0,13.9,12.1,16.4,10.9
"Lebanon, MO Micro Area",310M200US30060,30060,35544,2246,6509,4955,4353,4673,7130,5678,6.3,18.3,13.9,12.2,13.1,20.1,16.0
"Lebanon, PA Metro Area",310M200US30140,30140,135184,8487,22519,19014,15686,17946,27740,23792,6.3,16.7,14.1,11.6,13.3,20.5,17.6
"Levelland, TX Micro Area",310M200US30220,30220,23205,1677,4528,4492,2439,2875,4125,3069,7.2,19.5,19.4,10.5,12.4,17.8,13.2
"Lewisburg, PA Micro Area",310M200US30260,30260,44955,2085,6055,9225,5955,6323,8391,6921,4.6,13.5,20.5,13.2,14.1,18.7,15.4
"Lewisburg, TN Micro Area",310M200US30280,30280,30977,1862,5632,4127,3977,4528,6501,4350,6.0,18.2,13.3,12.8,14.6,21.0,14.0
"Lewiston, ID-WA Metro Area",310M200US30300,30300,61610,3554,9606,9391,6716,7551,13105,11687,5.8,15.6,15.2,10.9,12.3,21.3,19.0
"Lewiston-Auburn, ME Metro Area",310M200US30340,30340,107470,6706,17187,16331,13073,15347,22745,16081,6.2,16.0,15.2,12.2,14.3,21.2,15.0
"Lewistown, PA Micro Area",310M200US30380,30380,46705,2862,7795,5901,4753,6546,9794,9054,6.1,16.7,12.6,10.2,14.0,21.0,19.4
"Lexington, NE Micro Area",310M200US30420,30420,26202,1971,5347,3771,2908,3354,5088,3763,7.5,20.4,14.4,11.1,12.8,19.4,14.4
"Lexington-Fayette, KY Metro Area",310M200US30460,30460,483997,30919,77543,95162,68024,64762,90468,57119,6.4,16.0,19.7,14.1,13.4,18.7,11.8
"Liberal, KS Micro Area",310M200US30580,30580,23319,2302,5116,4500,3310,2583,3380,2128,9.9,21.9,19.3,14.2,11.1,14.5,9.1
"Lima, OH Metro Area",310M200US30620,30620,105562,6554,18325,17535,12524,12741,21842,16041,6.2,17.4,16.6,11.9,12.1,20.7,15.2
"Lincoln, IL Micro Area",310M200US30660,30660,30047,1497,4226,5346,4084,3956,6025,4913,5.0,14.1,17.8,13.6,13.2,20.1,16.4
"Lincoln, NE Metro Area",310M200US30700,30700,310665,21237,50592,69646,41123,36327,55413,36327,6.8,16.3,22.4,13.2,11.7,17.8,11.7
"Little Rock-North Little Rock-Conway, AR Metro Area",310M200US30780,30780,716849,48522,125257,123312,99173,92715,135295,92575,6.8,17.5,17.2,13.8,12.9,18.9,12.9
"Lock Haven, PA Micro Area",310M200US30820,30820,39611,2161,5935,8416,3916,4836,7744,6603,5.5,15.0,21.2,9.9,12.2,19.6,16.7
"Logan, UT-ID Metro Area",310M200US30860,30860,128807,12321,28493,32186,16434,12226,16117,11030,9.6,22.1,25.0,12.8,9.5,12.5,8.6
