CBSA,GEOID,total,child,taxbase,O65,Pchild,Ptaxbase,PO65,homevalue,O*total,O*child,O*taxbase,O*O65,O*Pchild,O*Ptaxbase,O*PO65,O*homevalue,Name,State,Area,CBSAFIPS,O65percchange,taxbasepercchange,childpercchange,totalpercchange,O65sharechange,taxbasesharechange,childsharechange,O65realchange,taxbaserealchange,childrealchange,totalrealchange,homepercchange,homerealchange
"Holland, MI Micro Area",310M500US26090,116143,28289,69212,18642,24.4,59.6,16.1,165400,112266,28544,67889,15833,25.4,60.5,14.1,137500,Holland, MI, Micro,26090,17.74,1.95,-0.89,3.45,2.0000000000000018,-0.8999999999999986,-1.0,2809,1323,-255,3877,20.29,27900
"Homosassa Springs, FL Metro Area",310M500US26140,145169,21545,70963,52661,14.8,48.9,36.3,131500,139771,21488,71330,46953,15.4,51.0,33.6,113500,Homosassa Springs, FL, Metro,26140,12.16,-0.51,0.27,3.86,2.6999999999999957,-2.1000000000000014,-0.5999999999999996,5708,-367,57,5398,15.86,18000
"Hood River, OR Micro Area",310M500US26220,23209,5597,14003,3609,24.1,60.3,15.6,373600,22620,5742,13788,3090,25.4,61.0,13.7,309500,Hood River, OR, Micro,26220,16.8,1.56,-2.53,2.6,1.9000000000000004,-0.7000000000000028,-1.2999999999999972,519,215,-145,589,20.71,64100
"Hot Springs, AR Metro Area",310M500US26300,98555,19969,55586,23000,20.3,56.4,23.3,139900,96804,20225,55953,20626,20.9,57.8,21.3,130200,Hot Springs, AR, Metro,26300,11.51,-0.66,-1.27,1.81,2.0,-1.3999999999999986,-0.5999999999999979,2374,-367,-256,1751,7.45,9700
"Houghton, MI Micro Area",310M500US26340,38181,7597,23720,6864,19.9,62.1,18.0,109800,38936,7945,24745,6246,20.4,63.6,16.0,90700,Houghton, MI, Micro,26340,9.89,-4.14,-4.38,-1.94,2.0,-1.5,-0.5,618,-1025,-348,-755,21.06,19100
"Houma-Thibodaux, LA Metro Area",310M500US26380,210162,51533,128345,30284,24.5,61.1,14.4,155100,209402,52193,131248,25961,24.9,62.7,12.4,132900,Houma-Thibodaux, LA, Metro,26380,16.65,-2.21,-1.26,0.36,2.0,-1.6000000000000014,-0.3999999999999986,4323,-2903,-660,760,16.7,22200
"Houston-The Woodlands-Sugar Land, TX Metro Area",310M500US26420,6884138,1838874,4303282,741982,26.7,62.5,10.8,193900,6204141,1700565,3931536,572040,27.4,63.4,9.2,144000,Houston-The Woodlands-Sugar Land, TX, Metro,26420,29.71,9.46,8.13,10.96,1.6000000000000014,-0.8999999999999986,-0.6999999999999993,169942,371746,138309,679997,34.65,49900
"Hudson, NY Micro Area",310M500US26460,60371,10651,35784,13936,17.6,59.3,23.1,233600,62525,12053,38340,12132,19.3,61.3,19.4,222800,Hudson, NY, Micro,26460,14.87,-6.67,-11.63,-3.45,3.700000000000003,-2.0,-1.6999999999999993,1804,-2556,-1402,-2154,4.85,10800
"Huntingdon, PA Micro Area",310M500US26500,45369,8272,27798,9299,18.2,61.3,20.5,136400,45950,8823,29038,8089,19.2,63.2,17.6,115900,Huntingdon, PA, Micro,26500,14.96,-4.27,-6.25,-1.26,2.8999999999999986,-1.9000000000000057,-1.0,1210,-1240,-551,-581,17.69,20500
"Huntington, IN Micro Area",310M500US26540,36359,7831,22400,6128,21.5,61.6,16.9,107200,36959,8449,22884,5626,22.9,61.9,15.2,97100,Huntington, IN, Micro,26540,8.92,-2.12,-7.31,-1.62,1.6999999999999993,-0.29999999999999716,-1.3999999999999986,502,-484,-618,-600,10.4,10100
"Huntington-Ashland, WV-KY-OH Metro Area",310M500US26580,361832,76927,217100,67805,21.3,60.0,18.7,120600,364514,79148,224756,60610,21.7,61.7,16.6,103400,Huntington-Ashland, WV,-KY-OH,26580,11.87,-3.41,-2.81,-0.74,2.099999999999998,-1.7000000000000028,-0.3999999999999986,7195,-7656,-2221,-2682,16.63,17200
"Huntsville, AL Metro Area",310M500US26620,457003,101270,288254,67479,22.2,63.1,14.8,179700,430396,99568,275239,55589,23.1,64.0,12.9,161000,Huntsville, AL, Metro,26620,21.39,4.73,1.71,6.18,1.9000000000000004,-0.8999999999999986,-0.9000000000000021,11890,13015,1702,26607,11.61,18700
"Huntsville, TX Micro Area",310M500US26660,72321,10801,52333,9187,14.9,72.4,12.7,152300,83334,13972,58376,10986,16.8,70.1,13.2,107000,Huntsville, TX, Micro,26660,-16.38,-10.35,-22.7,-13.22,-0.5,2.3000000000000114,-1.9000000000000004,-1799,-6043,-3171,-11013,42.34,45300
"Huron, SD Micro Area",310M500US26700,20364,5378,11264,3722,26.4,55.3,18.3,107500,17922,4387,10592,2943,24.5,59.1,16.4,91600,Huron, SD, Micro,26700,26.47,6.34,22.59,13.63,1.9000000000000021,-3.8000000000000043,1.8999999999999986,779,672,991,2442,17.36,15900
"Hutchinson, KS Micro Area",310M500US26740,62765,14250,36395,12120,22.7,58.0,19.3,101300,64223,14986,38037,11200,23.3,59.2,17.4,92500,Hutchinson, KS, Micro,26740,8.21,-4.32,-4.91,-2.27,1.9000000000000021,-1.2000000000000028,-0.6000000000000014,920,-1642,-736,-1458,9.51,8800
"Hutchinson, MN Micro Area",310M500US26780,35832,8306,20981,6545,23.2,58.6,18.3,164700,36172,8865,21348,5959,24.5,59.0,16.5,151400,Hutchinson, MN, Micro,26780,9.83,-1.72,-6.31,-0.94,1.8000000000000007,-0.3999999999999986,-1.3000000000000007,586,-367,-559,-340,8.78,13300
"Idaho Falls, ID Metro Area",310M500US26820,145507,45603,81306,18598,31.3,55.9,12.8,183000,136057,43450,77288,15319,31.9,56.8,11.3,153400,Idaho Falls, ID, Metro,26820,21.4,5.2,4.96,6.95,1.5,-0.8999999999999986,-0.5999999999999979,3279,4018,2153,9450,19.3,29600
"Indiana, PA Micro Area",310M500US26860,85032,15306,53767,15959,18.0,63.2,18.8,121100,88301,16366,57588,14347,18.5,65.2,16.2,107000,Indiana, PA, Micro,26860,11.24,-6.64,-6.48,-3.7,2.6000000000000014,-2.0,-0.5,1612,-3821,-1060,-3269,13.18,14100
"Indianapolis-Carmel-Anderson, IN Metro Area",310M500US26900,2029472,502934,1255178,271360,24.8,61.8,13.4,163100,1931182,493408,1210923,226851,25.5,62.7,11.7,139900,Indianapolis-Carmel-Anderson, IN, Metro,26900,19.62,3.65,1.93,5.09,1.700000000000001,-0.9000000000000057,-0.6999999999999993,44509,44255,9526,98290,16.58,23200
"Indianola, MS Micro Area",310M500US26940,26168,5983,16801,3384,22.9,64.2,12.9,78400,28314,6759,18480,3075,23.9,65.3,10.9,70600,Indianola, MS, Micro,26940,10.05,-9.09,-11.48,-7.58,2.0,-1.0999999999999943,-1.0,309,-1679,-776,-2146,11.05,7800
"Iowa City, IA Metro Area",310M500US26980,170677,35285,114441,20951,20.7,67.1,12.3,216000,158708,32783,109552,16373,20.7,69.0,10.3,180800,Iowa City, IA, Metro,26980,27.96,4.46,7.63,7.54,2.0,-1.9000000000000057,0.0,4578,4889,2502,11969,19.47,35200
"Iron Mountain, MI-WI Micro Area",310M500US27020,29753,5725,17332,6696,19.2,58.3,22.5,106800,30570,6227,18290,6053,20.4,59.8,19.8,90500,Iron Mountain, MI,-WI Mi,27020,10.62,-5.24,-8.06,-2.67,2.6999999999999993,-1.5,-1.1999999999999993,643,-958,-502,-817,18.01,16300
"Ithaca, NY Metro Area",310M500US27060,102642,15268,73079,14295,14.9,71.2,13.9,204600,103179,16356,75071,11752,15.9,72.8,11.4,171000,Ithaca, NY, Metro,27060,21.64,-2.65,-6.65,-0.52,2.5,-1.5999999999999943,-1.0,2543,-1992,-1088,-537,19.65,33600
"Jackson, MI Metro Area",310M500US27100,158636,34414,96943,27279,21.7,61.1,17.2,131600,159927,36100,99854,23973,22.6,62.4,15.0,110500,Jackson, MI, Metro,27100,13.79,-2.92,-4.67,-0.81,2.1999999999999993,-1.2999999999999972,-0.9000000000000021,3306,-2911,-1686,-1291,19.1,21100
"Jackson, MS Metro Area",310M500US27140,597727,144602,369038,84087,24.2,61.7,14.1,145600,574998,146152,360034,68812,25.4,62.6,12.0,129800,Jackson, MS, Metro,27140,22.2,2.5,-1.06,3.95,2.0999999999999996,-0.8999999999999986,-1.1999999999999993,15275,9004,-1550,22729,12.17,15800
"Jackson, OH Micro Area",310M500US27160,32450,7829,19177,5444,24.1,59.1,16.8,97400,32952,7934,20066,4952,24.1,60.9,15.0,90700,Jackson, OH, Micro,27160,9.94,-4.43,-1.32,-1.52,1.8000000000000007,-1.7999999999999972,0.0,492,-889,-105,-502,7.39,6700
"Jackson, TN Metro Area",310M500US27180,178442,41228,106911,30303,23.1,59.9,17.0,118000,130233,30401,80958,18874,23.3,62.2,14.5,108900,Jackson, TN, Metro,27180,60.55,32.06,35.61,37.02,2.5,-2.3000000000000043,-0.1999999999999993,11429,25953,10827,48209,8.36,9100
"Jackson, WY-ID Micro Area",310M500US27220,34706,7319,22875,4512,21.1,65.9,13.0,549800,32168,7151,21869,3148,22.2,68.0,9.8,396000,Jackson, WY,-ID Mi,27220,43.33,4.6,2.35,7.89,3.1999999999999993,-2.0999999999999943,-1.0999999999999979,1364,1006,168,2538,38.84,153800
"Jacksonville, FL Metro Area",310M500US27260,1503574,338464,934130,230980,22.5,62.1,15.4,204700,1380995,320950,878441,181604,23.2,63.6,13.2,158300,Jacksonville, FL, Metro,27260,27.19,6.34,5.46,8.88,2.200000000000001,-1.5,-0.6999999999999993,49376,55689,17514,122579,29.31,46400
"Jacksonville, IL Micro Area",310M500US27300,39252,7584,23969,7699,19.3,61.1,19.6,107300,40532,8498,24896,7138,21.0,61.4,17.6,93100,Jacksonville, IL, Micro,27300,7.86,-3.72,-10.76,-3.16,2.0,-0.29999999999999716,-1.6999999999999993,561,-927,-914,-1280,15.25,14200
"Jacksonville, NC Metro Area",310M500US27340,195069,47630,129984,17455,24.4,66.6,8.9,156900,182921,46698,121712,14511,25.5,66.5,7.9,154100,Jacksonville, NC, Metro,27340,20.29,6.8,2.0,6.64,1.0,0.09999999999999432,-1.1000000000000014,2944,8272,932,12148,1.82,2800
"Jacksonville, TX Micro Area",310M500US27380,52118,13321,29911,8886,25.6,57.4,17.0,102900,50971,13106,29986,7879,25.7,58.8,15.5,81800,Jacksonville, TX, Micro,27380,12.78,-0.25,1.64,2.25,1.5,-1.3999999999999986,-0.09999999999999787,1007,-75,215,1147,25.79,21100
"Jamestown, ND Micro Area",310M500US27420,20965,4196,12807,3962,20.0,61.1,18.9,155500,21056,4327,13124,3605,20.5,62.3,17.1,102000,Jamestown, ND, Micro,27420,9.9,-2.42,-3.03,-0.43,1.7999999999999972,-1.1999999999999957,-0.5,357,-317,-131,-91,52.45,53500
"Jamestown-Dunkirk-Fredonia, NY Micro Area",310M500US27460,128496,26320,77019,25157,20.5,59.9,19.6,88000,133556,28448,82087,23021,21.3,61.5,17.2,84100,Jamestown-Dunkirk-Fredonia, NY, Micro,27460,9.28,-6.17,-7.48,-3.79,2.400000000000002,-1.6000000000000014,-0.8000000000000007,2136,-5068,-2128,-5060,4.64,3900
"Janesville-Beloit, WI Metro Area",310M500US27500,162152,37926,98087,26139,23.4,60.5,16.1,146200,160465,39028,98503,22934,24.3,61.4,14.3,131500,Janesville-Beloit, WI, Metro,27500,13.97,-0.42,-2.82,1.05,1.8000000000000007,-0.8999999999999986,-0.9000000000000021,3205,-416,-1102,1687,11.18,14700
"Jasper, IN Micro Area",310M500US27540,54921,13343,31970,9608,24.3,58.2,17.5,144500,54903,13365,32750,8788,24.3,59.7,16.0,121900,Jasper, IN, Micro,27540,9.33,-2.38,-0.16,0.03,1.5,-1.5,0.0,820,-780,-22,18,18.54,22600
"Jayuya, PR Micro Area",310M500US27580,14539,3230,8971,2338,22.2,61.7,16.1,94100,16183,4176,9966,2041,25.8,61.6,12.6,93000,Jayuya, PR, Micro,27580,14.55,-9.98,-22.65,-10.16,3.5000000000000018,0.10000000000000142,-3.6000000000000014,297,-995,-946,-1644,1.18,1100
"Jefferson, GA Micro Area",310M500US27600,67885,17259,40847,9779,25.4,60.2,14.4,189700,60928,15918,37318,7692,26.1,61.2,12.6,156700,Jefferson, GA, Micro,27600,27.13,9.46,8.42,11.42,1.8000000000000007,-1.0,-0.7000000000000028,2087,3529,1341,6957,21.06,33000
"Jefferson City, MO Metro Area",310M500US27620,151273,33855,93160,24258,22.4,61.6,16.0,157000,150440,34888,95206,20346,23.2,63.3,13.5,136100,Jefferson City, MO, Metro,27620,19.23,-2.15,-2.96,0.55,2.5,-1.6999999999999957,-0.8000000000000007,3912,-2046,-1033,833,15.36,20900
"Jesup, GA Micro Area",310M500US27700,29788,7365,17766,4657,24.7,59.6,15.6,105400,30170,7400,18650,4120,24.5,61.8,13.7,85300,Jesup, GA, Micro,27700,13.03,-4.74,-0.47,-1.27,1.9000000000000004,-2.1999999999999957,0.1999999999999993,537,-884,-35,-382,23.56,20100
"Johnson City, TN Metro Area",310M500US27740,202049,38275,124874,38900,18.9,61.8,19.3,148400,200271,39506,126467,34298,19.7,63.1,17.1,128500,Johnson City, TN, Metro,27740,13.42,-1.26,-3.12,0.89,2.1999999999999993,-1.3000000000000043,-0.8000000000000007,4602,-1593,-1231,1778,15.49,19900
"Johnstown, PA Metro Area",310M500US27780,133009,25696,78073,29240,19.3,58.7,22.0,91900,140835,27410,86046,27379,19.5,61.1,19.4,86800,Johnstown, PA, Metro,27780,6.8,-9.27,-6.25,-5.56,2.6000000000000014,-2.3999999999999986,-0.1999999999999993,1861,-7973,-1714,-7826,5.88,5100
"Jonesboro, AR Metro Area",310M500US27860,131241,32449,80026,18766,24.7,61.0,14.3,127500,124194,30692,77128,16374,24.7,62.1,13.2,111200,Jonesboro, AR, Metro,27860,14.61,3.76,5.72,5.67,1.1000000000000014,-1.1000000000000014,0.0,2392,2898,1757,7047,14.66,16300
"Joplin, MO Metro Area",310M500US27900,178100,44042,105528,28530,24.7,59.3,16.0,122200,175679,44607,105573,25499,25.4,60.1,14.5,103800,Joplin, MO, Metro,27900,11.89,-0.04,-1.27,1.38,1.5,-0.8000000000000043,-0.6999999999999993,3031,-45,-565,2421,17.73,18400
"Juneau, AK Micro Area",310M500US27940,32227,6944,21244,4039,21.5,65.9,12.5,345900,32200,7331,21864,3005,22.8,67.9,9.3,318000,Juneau, AK, Micro,27940,34.41,-2.84,-5.28,0.08,3.1999999999999993,-2.0,-1.3000000000000007,1034,-620,-387,27,8.77,27900
"Kahului-Wailuku-Lahaina, HI Metro Area",310M500US27980,165979,36418,100466,29095,21.9,60.5,17.5,633500,158887,36017,100660,22210,22.7,63.4,14.0,510300,Kahului-Wailuku-Lahaina, HI, Metro,27980,31.0,-0.19,1.11,4.46,3.5,-2.8999999999999986,-0.8000000000000007,6885,-194,401,7092,24.14,123200
"Aberdeen, SD Micro Area",310M500US10100,42824,10111,25311,7402,23.6,59.1,17.3,163900,41564,9722,25046,6796,23.4,60.3,16.4,136000,Aberdeen, SD, Micro,10100,8.92,1.06,4.0,3.03,0.9000000000000021,-1.1999999999999957,0.20000000000000284,606,265,389,1260,20.51,27900
"Aberdeen, WA Micro Area",310M500US10140,72779,14936,42544,15299,20.5,58.5,21.0,178800,71734,15165,44042,12527,21.1,61.4,17.5,158500,Aberdeen, WA, Micro,10140,22.13,-3.4,-1.51,1.46,3.5,-2.8999999999999986,-0.6000000000000014,2772,-1498,-229,1045,12.81,20300
"Abilene, TX Metro Area",310M500US10180,170669,40466,104837,25366,23.7,61.4,14.9,116100,167171,39387,104340,23444,23.6,62.4,14.0,91900,Abilene, TX, Metro,10180,8.2,0.48,2.74,2.09,0.9000000000000004,-1.0,0.09999999999999787,1922,497,1079,3498,26.33,24200
"Ada, OK Micro Area",310M500US10220,38355,8999,23084,6272,23.5,60.2,16.4,129300,37873,8955,23154,5764,23.6,61.1,15.2,102000,Ada, OK, Micro,10220,8.81,-0.3,0.49,1.27,1.1999999999999993,-0.8999999999999986,-0.10000000000000142,508,-70,44,482,26.76,27300
"Adrian, MI Micro Area",310M500US10300,98381,20856,59475,18050,21.2,60.5,18.3,139400,99257,22273,61404,15580,22.4,61.9,15.7,113900,Adrian, MI, Micro,10300,15.85,-3.14,-6.36,-0.88,2.6000000000000014,-1.3999999999999986,-1.1999999999999993,2470,-1929,-1417,-876,22.39,25500
"Aguadilla-Isabela, PR Metro Area",310M500US10380,301107,57885,182959,60263,19.2,60.8,20.0,96600,331146,75241,202311,53594,22.7,61.1,16.2,106700,Aguadilla-Isabela, PR, Metro,10380,12.44,-9.57,-23.07,-9.07,3.8000000000000007,-0.30000000000000426,-3.5,6669,-19352,-17356,-30039,-9.47,-10100
"Akron, OH Metro Area",310M500US10420,703845,144939,438473,120433,20.6,62.3,17.1,150000,703017,152194,445566,105257,21.6,63.4,15.0,137600,Akron, OH, Metro,10420,14.42,-1.59,-4.77,0.12,2.1000000000000014,-1.1000000000000014,-1.0,15176,-7093,-7255,828,9.01,12400
"Alamogordo, NM Micro Area",310M500US10460,66137,15446,39443,11248,23.4,59.6,17.0,112400,65415,16149,39348,9918,24.7,60.2,15.2,101400,Alamogordo, NM, Micro,10460,13.41,0.24,-4.35,1.1,1.8000000000000007,-0.6000000000000014,-1.3000000000000007,1330,95,-703,722,10.85,11000
"Albany, GA Metro Area",310M500US10500,148436,36106,89438,22892,24.3,60.3,15.4,117700,156706,39562,96952,20192,25.2,61.9,12.9,103900,Albany, GA, Metro,10500,13.37,-7.75,-8.74,-5.28,2.5,-1.6000000000000014,-0.8999999999999986,2700,-7514,-3456,-8270,13.28,13800
"Albany-Schenectady-Troy, NY Metro Area",310M500US10580,880736,173487,557452,149797,19.7,63.3,17.0,213600,875567,181862,564716,128989,20.8,64.5,14.7,196800,Albany-Schenectady-Troy, NY, Metro,10580,16.13,-1.29,-4.61,0.59,2.3000000000000007,-1.2000000000000028,-1.1000000000000014,20808,-7264,-8375,5169,8.54,16800
"Albemarle, NC Micro Area",310M500US10620,61588,13389,36664,11535,21.7,59.5,18.7,138900,60553,13403,37087,10063,22.1,61.2,16.6,128000,Albemarle, NC, Micro,10620,14.63,-1.14,-0.1,1.71,2.099999999999998,-1.7000000000000028,-0.40000000000000213,1472,-423,-14,1035,8.52,10900
"Albert Lea, MN Micro Area",310M500US10660,30463,6686,17078,6699,21.9,56.1,22.0,113800,31034,6808,17771,6455,21.9,57.3,20.8,102700,Albert Lea, MN, Micro,10660,3.78,-3.9,-1.79,-1.84,1.1999999999999993,-1.1999999999999957,0.0,244,-693,-122,-571,10.81,11100
"Albertville, AL Micro Area",310M500US10700,95643,23887,55663,16093,25.0,58.2,16.8,128800,94121,23316,56201,14604,24.8,59.7,15.5,114600,Albertville, AL, Micro,10700,10.2,-0.96,2.45,1.62,1.3000000000000007,-1.5,0.1999999999999993,1489,-538,571,1522,12.39,14200
"Albuquerque, NM Metro Area",310M500US10740,912108,204498,560080,147530,22.4,61.4,16.2,192800,899137,214935,564343,119859,23.9,62.8,13.3,177100,Albuquerque, NM, Metro,10740,23.09,-0.76,-4.86,1.44,2.8999999999999986,-1.3999999999999986,-1.5,27671,-4263,-10437,12971,8.87,15700
"Alexandria, LA Metro Area",310M500US10780,153310,37261,91963,24086,24.3,60.0,15.7,136200,154562,38642,94248,21672,25.0,61.0,14.0,115900,Alexandria, LA, Metro,10780,11.14,-2.42,-3.57,-0.81,1.6999999999999993,-1.0,-0.6999999999999993,2414,-2285,-1381,-1252,17.52,20300
"Alexandria, MN Micro Area",310M500US10820,37513,8064,21029,8420,21.5,56.1,22.4,214800,36413,7784,21116,7513,21.4,58.0,20.6,189800,Alexandria, MN, Micro,10820,12.07,-0.41,3.6,3.02,1.7999999999999972,-1.8999999999999986,0.10000000000000142,907,-87,280,1100,13.17,25000
"Alice, TX Micro Area",310M500US10860,52240,14363,29786,8091,27.5,57.0,15.5,71600,41348,11748,23996,5604,28.4,58.0,13.6,67400,Alice, TX, Micro,10860,44.38,24.13,22.26,26.34,1.9000000000000004,-1.0,-0.8999999999999986,2487,5790,2615,10892,6.23,4200
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",310M500US10900,837610,177079,512199,148332,21.1,61.2,17.7,213800,826260,182411,512105,131744,22.1,62.0,15.9,202900,Allentown-Bethlehem-Easton, PA,-NJ Me,10900,12.59,0.02,-2.92,1.37,1.799999999999999,-0.7999999999999972,-1.0,16588,94,-5332,11350,5.37,10900
"Alma, MI Micro Area",310M500US10940,40916,8152,25727,7037,19.9,62.9,17.2,95400,42057,8748,26798,6511,20.8,63.7,15.5,87300,Alma, MI, Micro,10940,8.08,-4.0,-6.81,-2.71,1.6999999999999993,-0.8000000000000043,-0.9000000000000021,526,-1071,-596,-1141,9.28,8100
"Alpena, MI Micro Area",310M500US10980,28520,5344,16688,6488,18.7,58.5,22.7,96500,29242,5894,17339,6009,20.2,59.3,20.5,94900,Alpena, MI, Micro,10980,7.97,-3.75,-9.33,-2.47,2.1999999999999993,-0.7999999999999972,-1.5,479,-651,-550,-722,1.69,1600
"Altoona, PA Metro Area",310M500US11020,123157,25132,73029,24996,20.4,59.3,20.3,123600,126708,26363,76993,23352,20.8,60.8,18.4,108500,Altoona, PA, Metro,11020,7.04,-5.15,-4.67,-2.8,1.9000000000000021,-1.5,-0.40000000000000213,1644,-3964,-1231,-3551,13.92,15100
"Altus, OK Micro Area",310M500US11060,25063,6363,14983,3717,25.4,59.8,14.8,106500,26275,6802,15984,3489,25.9,60.8,13.3,88100,Altus, OK, Micro,11060,6.53,-6.26,-6.45,-4.61,1.5,-1.0,-0.5,228,-1001,-439,-1212,20.89,18400
"Amarillo, TX Metro Area",310M500US11100,263776,67805,159897,36074,25.7,60.6,13.7,140500,257038,67247,158329,31462,26.2,61.6,12.2,118500,Amarillo, TX, Metro,11100,14.66,0.99,0.83,2.62,1.5,-1.0,-0.5,4612,1568,558,6738,18.57,22000
"Americus, GA Micro Area",310M500US11140,35285,8163,21271,5851,23.1,60.3,16.6,99800,36858,9356,22353,5149,25.4,60.6,14.0,86000,Americus, GA, Micro,11140,13.63,-4.84,-12.75,-4.27,2.6000000000000014,-0.30000000000000426,-2.299999999999997,702,-1082,-1193,-1573,16.05,13800
"Ames, IA Metro Area",310M500US11180,123311,21828,85381,16102,17.7,69.2,13.1,170600,91939,16048,66473,9418,17.5,72.3,10.2,164200,Ames, IA, Metro,11180,70.97,28.44,36.02,34.12,2.9000000000000004,-3.0999999999999943,0.1999999999999993,6684,18908,5780,31372,3.9,6400
"Amsterdam, NY Micro Area",310M500US11220,49302,11306,28976,9020,22.9,58.8,18.3,105400,49951,11467,29997,8487,23.0,60.1,17.0,101100,Amsterdam, NY, Micro,11220,6.28,-3.4,-1.4,-1.3,1.3000000000000007,-1.3000000000000043,-0.10000000000000142,533,-1021,-161,-649,4.25,4300
"Anchorage, AK Metro Area",310M500US11260,398900,100272,255816,42812,25.1,64.1,10.7,294800,392021,101899,257807,32315,26.0,65.8,8.2,268200,Anchorage, AK, Metro,11260,32.48,-0.77,-1.6,1.75,2.5,-1.7000000000000028,-0.8999999999999986,10497,-1991,-1627,6879,9.92,26600
"Andrews, TX Micro Area",310M500US11380,18036,5688,10538,1810,31.5,58.4,10.0,143900,16126,4742,9661,1723,29.4,59.9,10.7,95500,Andrews, TX, Micro,11380,5.05,9.08,19.95,11.84,-0.6999999999999993,-1.5,2.1000000000000014,87,877,946,1910,50.68,48400
"Angola, IN Micro Area",310M500US11420,34453,7069,20638,6746,20.5,59.9,19.6,148800,34190,7473,21239,5478,21.9,62.1,16.0,124300,Angola, IN, Micro,11420,23.15,-2.83,-5.41,0.77,3.6000000000000014,-2.200000000000003,-1.3999999999999986,1268,-601,-404,263,19.71,24500
"Ann Arbor, MI Metro Area",310M500US11460,367000,68876,248816,49308,18.8,67.8,13.4,263600,351454,71034,241542,38878,20.2,68.7,11.1,199200,Ann Arbor, MI, Metro,11460,26.83,3.01,-3.04,4.42,2.3000000000000007,-0.9000000000000057,-1.3999999999999986,10430,7274,-2158,15546,32.33,64400
"Appleton, WI Metro Area",310M500US11540,235628,56180,145741,33707,23.8,61.9,14.3,171300,228641,56887,143497,28257,24.9,62.8,12.4,158400,Appleton, WI, Metro,11540,19.29,1.56,-1.24,3.06,1.9000000000000004,-0.8999999999999986,-1.0999999999999979,5450,2244,-707,6987,8.14,12900
"Arcadia, FL Micro Area",310M500US11580,36903,7209,21692,8002,19.5,58.8,21.7,87700,34785,7478,20809,6498,21.5,59.8,18.7,83800,Arcadia, FL, Micro,11580,23.15,4.24,-3.6,6.09,3.0,-1.0,-2.0,1504,883,-269,2118,4.65,3900
"Ardmore, OK Micro Area",310M500US11620,58382,14645,33862,9875,25.1,58.0,16.9,112800,48288,12319,28477,7492,25.5,59.0,15.5,94600,Ardmore, OK, Micro,11620,31.81,18.91,18.88,20.9,1.3999999999999986,-1.0,-0.3999999999999986,2383,5385,2326,10094,19.24,18200
"Arecibo, PR Metro Area",310M500US11640,180567,34308,109828,36431,19.0,60.8,20.2,95900,195749,43976,119221,32552,22.5,60.9,16.6,107500,Arecibo, PR, Metro,11640,11.92,-7.88,-21.98,-7.76,3.599999999999998,-0.10000000000000142,-3.5,3879,-9393,-9668,-15182,-10.79,-11600
"Arkadelphia, AR Micro Area",310M500US11660,22386,4255,14497,3634,19.0,64.8,16.2,111600,22800,4491,14826,3483,19.7,65.0,15.3,84300,Arkadelphia, AR, Micro,11660,4.34,-2.22,-5.25,-1.82,0.8999999999999986,-0.20000000000000284,-0.6999999999999993,151,-329,-236,-414,32.38,27300
